    reference       sla-gl                 sla-noc                slc-pz
                 tfvw   full            tfvw   full            tfvw   full
ne    6.98   7.055224   7.195885    7.727553   7.941525    7.202223   7.358470
ar   66.1   60.860047  68.283379   66.809131  75.263833   62.182956  69.837611
kr  130.7  120.976395 135.576792  133.059174 149.811630  123.648432 138.731792
