#        Frequency (eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.440999999999994E+01  0.157999216184831E+00  0.983996938624424E-01  0.456035521181851E+01  0.284012520810224E+01
     0.441999999999994E+01  0.157847100374566E+00  0.989266578846352E-01  0.454862062085332E+01  0.285073235389416E+01
     0.442999999999994E+01  0.157698651882889E+00  0.994554464424693E-01  0.453675244028026E+01  0.286118323752134E+01
     0.443999999999994E+01  0.157553934712438E+00  0.999860086404597E-01  0.452475371949099E+01  0.287147423717920E+01
     0.444999999999994E+01  0.157413012674224E+00  0.100518291654057E+00  0.451262762907108E+01  0.288160179669440E+01
     0.445999999999994E+01  0.157275949337861E+00  0.101052240703204E+00  0.450037745934242E+01  0.289156243018314E+01
     0.446999999999994E+01  0.157142807980056E+00  0.101587799026845E+00  0.448800661870041E+01  0.290135272668382E+01
     0.447999999999994E+01  0.157013651531384E+00  0.102124907858445E+00  0.447551863174534E+01  0.291096935475313E+01
     0.448999999999994E+01  0.156888542521332E+00  0.102663506402633E+00  0.446291713720839E+01  0.292040906701596E+01
     0.449999999999994E+01  0.156767543021591E+00  0.103203531813027E+00  0.445020588567282E+01  0.292966870465845E+01
     0.450999999999994E+01  0.156650714587657E+00  0.103744919171332E+00  0.443738873709154E+01  0.293874520185312E+01
     0.451999999999994E+01  0.156538118198679E+00  0.104287601467817E+00  0.442446965810321E+01  0.294763559010643E+01
     0.452999999999994E+01  0.156429814195621E+00  0.104831509583235E+00  0.441145271914930E+01  0.295633700251773E+01
     0.453999999999994E+01  0.156325862217714E+00  0.105376572272296E+00  0.439834209139534E+01  0.296484667793942E+01
     0.454999999999994E+01  0.156226321137256E+00  0.105922716148783E+00  0.438514204345973E+01  0.297316196502762E+01
     0.455999999999994E+01  0.156131248992728E+00  0.106469865672394E+00  0.437185693795531E+01  0.298128032617419E+01
     0.456999999999994E+01  0.156040702920321E+00  0.107017943137427E+00  0.435849122784759E+01  0.298919934130868E+01
     0.457999999999994E+01  0.155954739083849E+00  0.107566868663391E+00  0.434504945263621E+01  0.299691671156187E+01
     0.458999999999994E+01  0.155873412603118E+00  0.108116560187641E+00  0.433153623436498E+01  0.300443026278044E+01
     0.459999999999994E+01  0.155796777480779E+00  0.108666933460141E+00  0.431795627346791E+01  0.301173794888425E+01
     0.460999999999994E+01  0.155724886527727E+00  0.109217902040459E+00  0.430431434445785E+01  0.301883785505688E+01
     0.461999999999994E+01  0.155657791287076E+00  0.109769377297081E+00  0.429061529146618E+01  0.302572820076164E+01
     0.462999999999994E+01  0.155595541956788E+00  0.110321268409153E+00  0.427686402364139E+01  0.303240734257431E+01
     0.463999999999994E+01  0.155538187311022E+00  0.110873482370758E+00  0.426306551041555E+01  0.303887377682555E+01
     0.464999999999994E+01  0.155485774620238E+00  0.111425923997804E+00  0.424922477664811E+01  0.304512614204613E+01
     0.465999999999994E+01  0.155438349570193E+00  0.111978495937648E+00  0.423534689765633E+01  0.305116322120731E+01
     0.466999999999994E+01  0.155395956179850E+00  0.112531098681534E+00  0.422143699414275E+01  0.305698394375178E+01
     0.467999999999994E+01  0.155358636718314E+00  0.113083630579957E+00  0.420750022703017E+01  0.306258738740899E+01
     0.468999999999994E+01  0.155326431620908E+00  0.113635987861031E+00  0.419354179221458E+01  0.306797277978977E+01
     0.469999999999994E+01  0.155299379404443E+00  0.114188064651966E+00  0.417956691524746E+01  0.307313949975670E+01
     0.470999999999994E+01  0.155277516581837E+00  0.114739753003737E+00  0.416558084595864E+01  0.307808707856614E+01
     0.471999999999994E+01  0.155260877576159E+00  0.115290942919038E+00  0.415158885303109E+01  0.308281520077933E+01
     0.472999999999994E+01  0.155249494634238E+00  0.115841522383593E+00  0.413759621853959E+01  0.308732370493992E+01
     0.473999999999994E+01  0.155243397739954E+00  0.116391377400922E+00  0.412360823246473E+01  0.309161258401672E+01
     0.474999999999994E+01  0.155242614527347E+00  0.116940392030621E+00  0.410963018719443E+01  0.309568198561055E+01
     0.475999999999994E+01  0.155247170193680E+00  0.117488448430234E+00  0.409566737202463E+01  0.309953221192496E+01
     0.476999999999994E+01  0.155257087412594E+00  0.118035426900791E+00  0.408172506767118E+01  0.310316371950145E+01
     0.477999999999994E+01  0.155272386247522E+00  0.118581205936060E+00  0.406780854080469E+01  0.310657711872013E+01
     0.478999999999994E+01  0.155293084065497E+00  0.119125662275580E+00  0.405392303861999E+01  0.310977317306776E+01
     0.479999999999993E+01  0.155319195451531E+00  0.119668670961515E+00  0.404007378345193E+01  0.311275279817570E+01
     0.480999999999993E+01  0.155350732123729E+00  0.120210105399379E+00  0.402626596744876E+01  0.311551706063071E+01
     0.481999999999993E+01  0.155387702849307E+00  0.120749837422669E+00  0.401250474731428E+01  0.311806717656260E+01
     0.482999999999993E+01  0.155430113361687E+00  0.121287737361426E+00  0.399879523912969E+01  0.312040451001327E+01
     0.483999999999993E+01  0.155477966278875E+00  0.121823674114747E+00  0.398514251326566E+01  0.312253057109137E+01
     0.484999999999993E+01  0.155531261023269E+00  0.122357515227270E+00  0.397155158939490E+01  0.312444701391941E+01
     0.485999999999993E+01  0.155589993743135E+00  0.122889126969618E+00  0.395802743161493E+01  0.312615563437812E+01
     0.486999999999993E+01  0.155654157235898E+00  0.123418374422811E+00  0.394457494369075E+01  0.312765836765577E+01
     0.487999999999993E+01  0.155723740873482E+00  0.123945121566623E+00  0.393119896442620E+01  0.312895728560911E+01
     0.488999999999993E+01  0.155798730529886E+00  0.124469231371860E+00  0.391790426317253E+01  0.313005459394338E+01
     0.489999999999993E+01  0.155879108511196E+00  0.124990565896519E+00  0.390469553548235E+01  0.313095262921969E+01
     0.490999999999993E+01  0.155964853488228E+00  0.125508986385796E+00  0.389157739891644E+01  0.313165385569859E+01
     0.491999999999993E+01  0.156055940432046E+00  0.126024353375865E+00  0.387855438901012E+01  0.313216086202732E+01
     0.492999999999993E+01  0.156152340552518E+00  0.126536526801376E+00  0.386563095540612E+01  0.313247635778129E+01
     0.493999999999993E+01  0.156254021240122E+00  0.127045366106586E+00  0.385281145815931E+01  0.313260316986845E+01
     0.494999999999993E+01  0.156360946011250E+00  0.127550730360029E+00  0.384010016421881E+01  0.313254423880588E+01
     0.495999999999993E+01  0.156473074457149E+00  0.128052478372631E+00  0.382750124409206E+01  0.313230261487920E+01
     0.496999999999993E+01  0.156590362196764E+00  0.128550468819138E+00  0.381501876869502E+01  0.313188145419392E+01
     0.497999999999993E+01  0.156712760833629E+00  0.129044560362753E+00  0.380265670639197E+01  0.313128401462966E+01
     0.498999999999993E+01  0.156840217917048E+00  0.129534611782818E+00  0.379041892022760E+01  0.313051365170641E+01
     0.499999999999993E+01  0.156972676907717E+00  0.130020482105410E+00  0.377830916535406E+01  0.312957381437428E+01
     0.500999999999993E+01  0.157110077148007E+00  0.130502030736679E+00  0.376633108665425E+01  0.312846804073573E+01
     0.501999999999993E+01  0.157252353837070E+00  0.130979117598747E+00  0.375448821656280E+01  0.312719995371138E+01
     0.502999999999993E+01  0.157399438010948E+00  0.131451603267990E+00  0.374278397308507E+01  0.312577325665896E+01
     0.503999999999993E+01  0.157551256527844E+00  0.131919349115509E+00  0.373122165801427E+01  0.312419172895610E+01
     0.504999999999993E+01  0.157707732058745E+00  0.132382217449556E+00  0.371980445534610E+01  0.312245922155564E+01
     0.505999999999993E+01  0.157868783083491E+00  0.132840071659732E+00  0.370853542988970E+01  0.312057965252485E+01
     0.506999999999993E+01  0.158034323892494E+00  0.133292776362682E+00  0.369741752607355E+01  0.311855700257652E+01
     0.507999999999993E+01  0.158204264594184E+00  0.133740197549086E+00  0.368645356694400E+01  0.311639531060245E+01
     0.508999999999993E+01  0.158378511128336E+00  0.134182202731663E+00  0.367564625335393E+01  0.311409866921760E+01
     0.509999999999993E+01  0.158556965285372E+00  0.134618661093947E+00  0.366499816333849E+01  0.311167122032401E+01
     0.510999999999993E+01  0.158739524731722E+00  0.135049443639557E+00  0.365451175167461E+01  0.310911715070326E+01
     0.511999999999993E+01  0.158926083041356E+00  0.135474423341683E+00  0.364418934962021E+01  0.310644068764490E+01
     0.512999999999993E+01  0.159116529733509E+00  0.135893475292509E+00  0.363403316482910E+01  0.310364609461982E+01
     0.513999999999993E+01  0.159310750316699E+00  0.136306476852282E+00  0.362404528143688E+01  0.310073766700489E+01
     0.514999999999993E+01  0.159508626339041E+00  0.136713307797716E+00  0.361422766031297E+01  0.309771972786683E+01
     0.515999999999993E+01  0.159710035444896E+00  0.137113850469453E+00  0.360458213947369E+01  0.309459662381191E+01
     0.516999999999993E+01  0.159914851437857E+00  0.137507989918256E+00  0.359511043465078E+01  0.309137272090756E+01
     0.517999999999993E+01  0.160122944350066E+00  0.137895614049637E+00  0.358581414000982E+01  0.308805240068221E+01
     0.518999999999993E+01  0.160334180517815E+00  0.138276613766594E+00  0.357669472901262E+01  0.308464005620897E+01
     0.519999999999993E+01  0.160548422663423E+00  0.138650883110171E+00  0.356775355541747E+01  0.308114008827808E+01
     0.520999999999993E+01  0.160765529983297E+00  0.139018319397502E+00  0.355899185441099E+01  0.307755690166306E+01
     0.521999999999993E+01  0.160985358242104E+00  0.139378823357044E+00  0.355041074386538E+01  0.307389490148516E+01
     0.522999999999993E+01  0.161207759872975E+00  0.139732299260690E+00  0.354201122571437E+01  0.307015848967959E+01
     0.523999999999993E+01  0.161432584083599E+00  0.140078655052443E+00  0.353379418744159E+01  0.306635206156779E+01
     0.524999999999993E+01  0.161659676968110E+00  0.140417802473371E+00  0.352576040367446E+01  0.306248000253803E+01
     0.525999999999993E+01  0.161888881624582E+00  0.140749657182527E+00  0.351791053787723E+01  0.305854668483815E+01
     0.526999999999992E+01  0.162120038277995E+00  0.141074138873555E+00  0.351024514413643E+01  0.305455646448203E+01
     0.527999999999992E+01  0.162352984408479E+00  0.141391171386699E+00  0.350276466903208E+01  0.305051367827227E+01
     0.528999999999992E+01  0.162587554884636E+00  0.141700682815940E+00  0.349546945358804E+01  0.304642264094034E+01
     0.529999999999992E+01  0.162823582101724E+00  0.142002605610998E+00  0.348835973529512E+01  0.304228764240627E+01
     0.530999999999992E+01  0.163060896124488E+00  0.142296876673944E+00  0.348143565020023E+01  0.303811294515765E+01
     0.531999999999992E+01  0.163299324834366E+00  0.142583437450187E+00  0.347469723505551E+01  0.303390278174998E+01
     0.532999999999992E+01  0.163538694080841E+00  0.142862234013600E+00  0.346814442952076E+01  0.302966135242732E+01
     0.533999999999992E+01  0.163778827836650E+00  0.143133217145572E+00  0.346177707841339E+01  0.302539282286418E+01
     0.534999999999992E+01  0.164019548356553E+00  0.143396342407791E+00  0.345559493399967E+01  0.302110132202816E+01
     0.535999999999992E+01  0.164260676339410E+00  0.143651570208567E+00  0.344959765832136E+01  0.301679094016228E+01
     0.536999999999992E+01  0.164502031093198E+00  0.143898865862524E+00  0.344378482555216E+01  0.301246572688679E+01
     0.537999999999992E+01  0.164743430702705E+00  0.144138199643519E+00  0.343815592437824E+01  0.300812968941918E+01
     0.538999999999992E+01  0.164984692199539E+00  0.144369546830642E+00  0.343271036039753E+01  0.300378679091069E+01
     0.539999999999992E+01  0.165225631734141E+00  0.144592887747182E+00  0.342744745853268E+01  0.299944094889836E+01
     0.540999999999992E+01  0.165466064749442E+00  0.144808207792470E+00  0.342236646545244E+01  0.299509603387053E+01
     0.541999999999992E+01  0.165705806155841E+00  0.145015497466505E+00  0.341746655199678E+01  0.299075586794390E+01
     0.542999999999992E+01  0.165944670507126E+00  0.145214752387310E+00  0.341274681560121E+01  0.298642422365007E+01
     0.543999999999992E+01  0.166182472177023E+00  0.145405973300985E+00  0.340820628271562E+01  0.298210482282931E+01
     0.544999999999992E+01  0.166419025535966E+00  0.145589166084412E+00  0.340384391121364E+01  0.297780133562912E+01
     0.545999999999992E+01  0.166654145127804E+00  0.145764341740636E+00  0.339965859278850E+01  0.297351737960484E+01
     0.546999999999992E+01  0.166887645845995E+00  0.145931516386925E+00  0.339564915533137E+01  0.296925651892034E+01
     0.547999999999992E+01  0.167119343109042E+00  0.146090711235550E+00  0.339181436528886E+01  0.296502226364482E+01
     0.548999999999992E+01  0.167349053034728E+00  0.146241952567340E+00  0.338815292999614E+01  0.296081806914419E+01
     0.549999999999992E+01  0.167576592612859E+00  0.146385271698092E+00  0.338466349998241E+01  0.295664733556302E+01
     0.550999999999992E+01  0.167801779876160E+00  0.146520704937927E+00  0.338134467124597E+01  0.295251340739473E+01
     0.551999999999992E+01  0.168024434068976E+00  0.146648293543702E+00  0.337819498749598E+01  0.294841957313662E+01
     0.552999999999992E+01  0.168244375813479E+00  0.146768083664625E+00  0.337521294235812E+01  0.294436906502676E+01
     0.553999999999992E+01  0.168461427273036E+00  0.146880126281196E+00  0.337239698154225E+01  0.294036505885960E+01
     0.554999999999992E+01  0.168675412312448E+00  0.146984477137659E+00  0.336974550496937E+01  0.293641067387713E+01
     0.555999999999992E+01  0.168886156654765E+00  0.147081196668142E+00  0.336725686885611E+01  0.293250897273232E+01
     0.556999999999992E+01  0.169093488034369E+00  0.147170349916671E+00  0.336492938775497E+01  0.292866296152181E+01
     0.557999999999992E+01  0.169297236346074E+00  0.147252006451287E+00  0.336276133654846E+01  0.292487558988471E+01
     0.558999999999992E+01  0.169497233789978E+00  0.147326240272472E+00  0.336075095239580E+01  0.292114975116413E+01
     0.559999999999992E+01  0.169693315011819E+00  0.147393129716128E+00  0.335889643663078E+01  0.291748828262844E+01
     0.560999999999992E+01  0.169885317238604E+00  0.147452757351365E+00  0.335719595660964E+01  0.291389396574912E+01
     0.561999999999992E+01  0.170073080409288E+00  0.147505209873347E+00  0.335564764750798E+01  0.291036952653229E+01
     0.562999999999992E+01  0.170256447300319E+00  0.147550577991466E+00  0.335424961406575E+01  0.290691763590046E+01
     0.563999999999992E+01  0.170435263645855E+00  0.147588956313127E+00  0.335299993227977E+01  0.290354091012194E+01
     0.564999999999992E+01  0.170609378252483E+00  0.147620443223425E+00  0.335189665104289E+01  0.290024191128464E+01
     0.565999999999992E+01  0.170778643108295E+00  0.147645140761008E+00  0.335093779372965E+01  0.289702314781165E+01
     0.566999999999992E+01  0.170942913486189E+00  0.147663154490415E+00  0.335012135972791E+01  0.289388707501529E+01
     0.567999999999992E+01  0.171102048041274E+00  0.147674593371207E+00  0.334944532591625E+01  0.289083609568749E+01
     0.568999999999992E+01  0.171255908902267E+00  0.147679569624175E+00  0.334890764808706E+01  0.288787256072341E+01
     0.569999999999992E+01  0.171404361756851E+00  0.147678198594947E+00  0.334850626231525E+01  0.288499876977517E+01
     0.570999999999992E+01  0.171547275930857E+00  0.147670598615292E+00  0.334823908627272E+01  0.288221697193430E+01
     0.571999999999992E+01  0.171684524461268E+00  0.147656890862439E+00  0.334810402048876E+01  0.287952936643939E+01
     0.572999999999992E+01  0.171815984163028E+00  0.147637199216698E+00  0.334809894955658E+01  0.287693810340650E+01
     0.573999999999991E+01  0.171941535689587E+00  0.147611650117718E+00  0.334822174328638E+01  0.287444528458086E+01
     0.574999999999991E+01  0.172061063587240E+00  0.147580372419650E+00  0.334847025780531E+01  0.287205296410637E+01
     0.575999999999991E+01  0.172174456343240E+00  0.147543497245539E+00  0.334884233660491E+01  0.286976314931172E+01
     0.576999999999991E+01  0.172281606427740E+00  0.147501157841226E+00  0.334933581153640E+01  0.286757780151019E+01
     0.577999999999991E+01  0.172382410329604E+00  0.147453489429048E+00  0.334994850375461E+01  0.286549883681147E+01
     0.578999999999991E+01  0.172476768586142E+00  0.147400629061621E+00  0.335067822461109E+01  0.286352812694355E+01
     0.579999999999991E+01  0.172564585806871E+00  0.147342715475977E+00  0.335152277649717E+01  0.286166750008226E+01
     0.580999999999991E+01  0.172645770691344E+00  0.147279888948323E+00  0.335247995363767E+01  0.285991874168737E+01
     0.581999999999991E+01  0.172720236041210E+00  0.147212291149681E+00  0.335354754283610E+01  0.285828359534258E+01
     0.582999999999991E+01  0.172787898766562E+00  0.147140065002659E+00  0.335472332417216E+01  0.285676376359845E+01
     0.583999999999991E+01  0.172848679886736E+00  0.147063354539583E+00  0.335600507165240E+01  0.285536090881612E+01
     0.584999999999991E+01  0.172902504525662E+00  0.146982304762236E+00  0.335739055381496E+01  0.285407665401076E+01
     0.585999999999991E+01  0.172949301901960E+00  0.146897061503412E+00  0.335887753428918E+01  0.285291258369233E+01
     0.586999999999991E+01  0.172989005313875E+00  0.146807771290492E+00  0.336046377231128E+01  0.285187024470329E+01
     0.587999999999991E+01  0.173021552119254E+00  0.146714581211253E+00  0.336214702319678E+01  0.285095114705126E+01
     0.588999999999991E+01  0.173046883710721E+00  0.146617638782077E+00  0.336392503877075E+01  0.285015676473531E+01
     0.589999999999991E+01  0.173064945486228E+00  0.146517091818756E+00  0.336579556775697E+01  0.284948853656476E+01
     0.590999999999991E+01  0.173075686815142E+00  0.146413088310036E+00  0.336775635612681E+01  0.284894786696949E+01
     0.591999999999991E+01  0.173079061000089E+00  0.146305776294065E+00  0.336980514740897E+01  0.284853612680018E+01
     0.592999999999991E+01  0.173075025234718E+00  0.146195303737884E+00  0.337193968296104E+01  0.284825465411765E+01
     0.593999999999991E+01  0.173063540557582E+00  0.146081818420081E+00  0.337415770220389E+01  0.284810475497042E+01
     0.594999999999991E+01  0.173044571802349E+00  0.145965467816731E+00  0.337645694281988E+01  0.284808770415912E+01
     0.595999999999991E+01  0.173018087544511E+00  0.145846398990724E+00  0.337883514091597E+01  0.284820474598724E+01
     0.596999999999991E+01  0.172984060044824E+00  0.145724758484581E+00  0.338129003115271E+01  0.284845709499691E+01
     0.597999999999991E+01  0.172942465189654E+00  0.145600692216823E+00  0.338381934684000E+01  0.284884593668933E+01
     0.598999999999991E+01  0.172893282428439E+00  0.145474345381984E+00  0.338642082000087E+01  0.284937242822868E+01
     0.599999999999991E+01  0.172836494708472E+00  0.145345862354317E+00  0.338909218140414E+01  0.285003769912902E+01
     0.600999999999991E+01  0.172772088407193E+00  0.145215386595241E+00  0.339183116056670E+01  0.285084285192314E+01
     0.601999999999991E+01  0.172700053262196E+00  0.145083060564572E+00  0.339463548572703E+01  0.285178896281317E+01
     0.602999999999991E+01  0.172620382299144E+00  0.144949025635565E+00  0.339750288379021E+01  0.285287708230186E+01
     0.603999999999991E+01  0.172533071757780E+00  0.144813422013793E+00  0.340043108024590E+01  0.285410823580415E+01
     0.604999999999991E+01  0.172438121016230E+00  0.144676388659854E+00  0.340341779906002E+01  0.285548342423848E+01
     0.605999999999991E+01  0.172335532513785E+00  0.144538063215933E+00  0.340646076254109E+01  0.285700362459712E+01
     0.606999999999991E+01  0.172225311672333E+00  0.144398581936185E+00  0.340955769118227E+01  0.285866979049528E+01
     0.607999999999991E+01  0.172107466816643E+00  0.144258079620951E+00  0.341270630347985E+01  0.286048285269813E+01
     0.608999999999991E+01  0.171982009093639E+00  0.144116689554750E+00  0.341590431572932E+01  0.286244371962568E+01
     0.609999999999991E+01  0.171848952390873E+00  0.143974543448051E+00  0.341914944179966E+01  0.286455327783486E+01
     0.610999999999991E+01  0.171708313254326E+00  0.143831771382756E+00  0.342243939288704E+01  0.286681239247842E+01
     0.611999999999991E+01  0.171560110805729E+00  0.143688501761377E+00  0.342577187724856E+01  0.286922190774004E+01
     0.612999999999991E+01  0.171404366659524E+00  0.143544861259831E+00  0.342914459991703E+01  0.287178264724586E+01
     0.613999999999991E+01  0.171241104839627E+00  0.143400974783815E+00  0.343255526239760E+01  0.287449541445156E+01
     0.614999999999991E+01  0.171070351696165E+00  0.143256965428693E+00  0.343600156234712E+01  0.287736099300444E+01
     0.615999999999991E+01  0.170892135822252E+00  0.143112954442828E+00  0.343948119323710E+01  0.288038014708110E+01
     0.616999999999991E+01  0.170706487971012E+00  0.142969061194288E+00  0.344299184400094E+01  0.288355362169946E+01
     0.617999999999991E+01  0.170513440972918E+00  0.142825403140856E+00  0.344653119866654E+01  0.288688214300518E+01
     0.618999999999991E+01  0.170313029653601E+00  0.142682095803254E+00  0.345009693597476E+01  0.289036641853229E+01
     0.619999999999991E+01  0.170105290752202E+00  0.142539252741520E+00  0.345368672898486E+01  0.289400713743780E+01
     0.620999999999990E+01  0.169890262840426E+00  0.142396985534426E+00  0.345729824466750E+01  0.289780497070940E+01
     0.621999999999990E+01  0.169667986242339E+00  0.142255403761879E+00  0.346092914348616E+01  0.290176057134709E+01
     0.622999999999990E+01  0.169438502955049E+00  0.142114614990190E+00  0.346457707896784E+01  0.290587457451732E+01
     0.623999999999990E+01  0.169201856570340E+00  0.141974724760138E+00  0.346823969726375E+01  0.291014759768018E+01
     0.624999999999990E+01  0.168958092197331E+00  0.141835836577727E+00  0.347191463670065E+01  0.291458024068922E+01
     0.625999999999990E+01  0.168707256386255E+00  0.141698051907550E+00  0.347559952732403E+01  0.291917308586343E+01
     0.626999999999990E+01  0.168449397053422E+00  0.141561470168656E+00  0.347929199043337E+01  0.292392669803132E+01
     0.627999999999990E+01  0.168184563407429E+00  0.141426188732835E+00  0.348298963811063E+01  0.292884162454699E+01
     0.628999999999990E+01  0.167912805876665E+00  0.141292302925212E+00  0.348669007274267E+01  0.293391839527796E+01
     0.629999999999990E+01  0.167634176038212E+00  0.141159906027074E+00  0.349039088653826E+01  0.293915752256382E+01
     0.630999999999990E+01  0.167348726548105E+00  0.141029089280817E+00  0.349408966104067E+01  0.294455950114705E+01
     0.631999999999990E+01  0.167056511073104E+00  0.140899941896926E+00  0.349778396663627E+01  0.295012480807397E+01
     0.632999999999990E+01  0.166757584223916E+00  0.140772551062894E+00  0.350147136206046E+01  0.295585390256705E+01
     0.633999999999990E+01  0.166452001489972E+00  0.140647001953985E+00  0.350514939390112E+01  0.296174722586750E+01
     0.634999999999990E+01  0.166139819175753E+00  0.140523377745746E+00  0.350881559610095E+01  0.296780520104850E+01
     0.635999999999990E+01  0.165821094338705E+00  0.140401759628184E+00  0.351246748945898E+01  0.297402823279836E+01
     0.636999999999990E+01  0.165495884728764E+00  0.140282226821509E+00  0.351610258113255E+01  0.298041670717387E+01
     0.637999999999990E+01  0.165164248729496E+00  0.140164856593362E+00  0.351971836414018E+01  0.298697099132342E+01
     0.638999999999990E+01  0.164826245300891E+00  0.140049724277436E+00  0.352331231686643E+01  0.299369143317959E+01
     0.639999999999990E+01  0.164481933923793E+00  0.139936903293405E+00  0.352688190256955E+01  0.300057836112142E+01
     0.640999999999990E+01  0.164131374545990E+00  0.139826465168089E+00  0.353042456889261E+01  0.300763208360573E+01
     0.641999999999990E+01  0.163774627529971E+00  0.139718479557742E+00  0.353393774737929E+01  0.301485288876744E+01
     0.642999999999990E+01  0.163411753602330E+00  0.139613014271431E+00  0.353741885299490E+01  0.302224104398916E+01
     0.643999999999990E+01  0.163042813804841E+00  0.139510135295384E+00  0.354086528365376E+01  0.302979679543899E+01
     0.644999999999990E+01  0.162667869447173E+00  0.139409906818256E+00  0.354427441975387E+01  0.303752036757743E+01
     0.645999999999990E+01  0.162286982061256E+00  0.139312391257233E+00  0.354764362371957E+01  0.304541196263233E+01
     0.646999999999990E+01  0.161900213357290E+00  0.139217649284904E+00  0.355097023955345E+01  0.305347176004216E+01
     0.647999999999990E+01  0.161507625181354E+00  0.139125739856831E+00  0.355425159239839E+01  0.306169991586771E+01
     0.648999999999990E+01  0.161109279474644E+00  0.139036720239748E+00  0.355748498811053E+01  0.307009656217147E+01
     0.649999999999990E+01  0.160705238234287E+00  0.138950646040333E+00  0.356066771284473E+01  0.307866180636527E+01
     0.650999999999990E+01  0.160295563475736E+00  0.138867571234481E+00  0.356379703265280E+01  0.308739573052536E+01
     0.651999999999990E+01  0.159880317196712E+00  0.138787548197022E+00  0.356687019309638E+01  0.309629839067562E+01
     0.652999999999990E+01  0.159459561342681E+00  0.138710627731833E+00  0.356988441887495E+01  0.310536981603808E+01
     0.653999999999990E+01  0.159033357773831E+00  0.138636859102272E+00  0.357283691347055E+01  0.311461000825148E+01
     0.654999999999990E+01  0.158601768233546E+00  0.138566290061903E+00  0.357572485880998E+01  0.312401894055694E+01
     0.655999999999990E+01  0.158164854318315E+00  0.138498966885441E+00  0.357854541494598E+01  0.313359655695176E+01
     0.656999999999990E+01  0.157722677449102E+00  0.138434934399884E+00  0.358129571975843E+01  0.314334277131032E+01
     0.657999999999990E+01  0.157275298844099E+00  0.138374236015771E+00  0.358397288867686E+01  0.315325746647280E+01
     0.658999999999990E+01  0.156822779492854E+00  0.138316913758536E+00  0.358657401442560E+01  0.316334049330198E+01
     0.659999999999990E+01  0.156365180131767E+00  0.138263008299908E+00  0.358909616679268E+01  0.317359166970708E+01
     0.660999999999990E+01  0.155902561220878E+00  0.138212558989313E+00  0.359153639242411E+01  0.318401077963629E+01
     0.661999999999990E+01  0.155434982921962E+00  0.138165603885253E+00  0.359389171464465E+01  0.319459757203682E+01
     0.662999999999990E+01  0.154962505077872E+00  0.138122179786609E+00  0.359615913330655E+01  0.320535175978354E+01
     0.663999999999990E+01  0.154485187193117E+00  0.138082322263853E+00  0.359833562466777E+01  0.321627301857595E+01
     0.664999999999990E+01  0.154003088415619E+00  0.138046065690113E+00  0.360041814130100E+01  0.322736098580411E+01
     0.665999999999990E+01  0.153516267519659E+00  0.138013443272088E+00  0.360240361203505E+01  0.323861525938350E+01
     0.666999999999990E+01  0.153024782889936E+00  0.137984487080761E+00  0.360428894193012E+01  0.325003539655925E+01
     0.667999999999989E+01  0.152528692506744E+00  0.137959228081893E+00  0.360607101228851E+01  0.326162091268053E+01
     0.668999999999989E+01  0.152028053932209E+00  0.137937696166275E+00  0.360774668070230E+01  0.327337127994486E+01
     0.669999999999989E+01  0.151522924297565E+00  0.137919920179710E+00  0.360931278113969E+01  0.328528592611377E+01
     0.670999999999989E+01  0.151013360291462E+00  0.137905927952705E+00  0.361076612407151E+01  0.329736423319909E+01
     0.671999999999989E+01  0.150499418149214E+00  0.137895746329850E+00  0.361210349663979E+01  0.330960553612218E+01
     0.672999999999989E+01  0.149981153643025E+00  0.137889401198865E+00  0.361332166286980E+01  0.332200912134519E+01
     0.673999999999989E+01  0.149458622073127E+00  0.137886917519304E+00  0.361441736392750E+01  0.333457422547602E+01
     0.674999999999989E+01  0.148931878259796E+00  0.137888319350894E+00  0.361538731842404E+01  0.334730003384778E+01
     0.675999999999989E+01  0.148400976536225E+00  0.137893629881487E+00  0.361622822276912E+01  0.336018567907328E+01
     0.676999999999989E+01  0.147865970742244E+00  0.137902871454629E+00  0.361693675157490E+01  0.337323023957574E+01
     0.677999999999989E+01  0.147326914218816E+00  0.137916065596717E+00  0.361750955811238E+01  0.338643273809680E+01
     0.678999999999989E+01  0.146783859803317E+00  0.137933233043742E+00  0.361794327482204E+01  0.339979214018319E+01
     0.679999999999989E+01  0.146236859825554E+00  0.137954393767602E+00  0.361823451388043E+01  0.341330735265259E+01
     0.680999999999989E+01  0.145685966104503E+00  0.137979567001981E+00  0.361837986782482E+01  0.342697722204091E+01
     0.681999999999989E+01  0.145131229945730E+00  0.138008771267784E+00  0.361837591023742E+01  0.344080053303171E+01
     0.682999999999989E+01  0.144572702139472E+00  0.138042024398115E+00  0.361821919649132E+01  0.345477600686978E+01
     0.683999999999989E+01  0.144010432959365E+00  0.138079343562802E+00  0.361790626455979E+01  0.346890229975993E+01
     0.684999999999989E+01  0.143444472161760E+00  0.138120745292458E+00  0.361743363589095E+01  0.348317800125350E+01
     0.685999999999989E+01  0.142874868985649E+00  0.138166245502069E+00  0.361679781634941E+01  0.349760163262352E+01
     0.686999999999989E+01  0.142301672153135E+00  0.138215859514113E+00  0.361599529722701E+01  0.351217164523118E+01
     0.687999999999989E+01  0.141724929870436E+00  0.138269602081208E+00  0.361502255632419E+01  0.352688641888548E+01
     0.688999999999989E+01  0.141144689829419E+00  0.138327487408269E+00  0.361387605910390E+01  0.354174426019777E+01
