#        Frequency (eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.271600000000011E+02  0.146531219339146E+01  0.109419704628432E+00  0.678664125282645E+00  0.506780933546098E-01
     0.271700000000011E+02  0.146478849738246E+01  0.109165084948983E+00  0.678921584317542E+00  0.505974292931459E-01
     0.271800000000011E+02  0.146426543800612E+01  0.108910791600445E+00  0.679178895055881E+00  0.505167363641224E-01
     0.271900000000011E+02  0.146374300293450E+01  0.108656825987267E+00  0.679436062583832E+00  0.504360163455199E-01
     0.272000000000011E+02  0.146322117990375E+01  0.108403189876336E+00  0.679693091951322E+00  0.503552711759407E-01
     0.272100000000011E+02  0.146269995672785E+01  0.108149885394850E+00  0.679949988165865E+00  0.502745029533424E-01
     0.272200000000011E+02  0.146217932131235E+01  0.107896915027604E+00  0.680206756186461E+00  0.501937139335143E-01
     0.272300000000011E+02  0.146165926166786E+01  0.107644281613696E+00  0.680463400917577E+00  0.501129065282994E-01
     0.272400000000011E+02  0.146113976592337E+01  0.107391988342671E+00  0.680719927203234E+00  0.500320833035679E-01
     0.272500000000011E+02  0.146062082233935E+01  0.107140038750106E+00  0.680976339821196E+00  0.499512469769498E-01
     0.272600000000011E+02  0.146010241932065E+01  0.106888436712649E+00  0.681232643477276E+00  0.498704004153289E-01
     0.272700000000011E+02  0.145958454542909E+01  0.106637186442542E+00  0.681488842799773E+00  0.497895466321118E-01
     0.272800000000011E+02  0.145906718939577E+01  0.106386292481622E+00  0.681744942334047E+00  0.497086887842719E-01
     0.272900000000011E+02  0.145855034013309E+01  0.106135759694838E+00  0.682000946537245E+00  0.496278301691830E-01
     0.273000000000011E+02  0.145803398674642E+01  0.105885593263280E+00  0.682256859773178E+00  0.495469742212461E-01
     0.273100000000011E+02  0.145751811854546E+01  0.105635798676765E+00  0.682512686307364E+00  0.494661245083205E-01
     0.273200000000011E+02  0.145700272505517E+01  0.105386381725971E+00  0.682768430302245E+00  0.493852847279677E-01
     0.273300000000011E+02  0.145648779602636E+01  0.105137348494163E+00  0.683024095812586E+00  0.493044587035171E-01
     0.273400000000011E+02  0.145597332144589E+01  0.104888705348520E+00  0.683279686781054E+00  0.492236503799639E-01
     0.273500000000011E+02  0.145545929154639E+01  0.104640458931088E+00  0.683535207033996E+00  0.491428638197084E-01
     0.273600000000011E+02  0.145494569681565E+01  0.104392616149378E+00  0.683790660277412E+00  0.490621031981469E-01
     0.273700000000011E+02  0.145443252800547E+01  0.104145184166637E+00  0.684046050093127E+00  0.489813727991248E-01
     0.273800000000011E+02  0.145391977614008E+01  0.103898170391814E+00  0.684301379935184E+00  0.489006770102625E-01
     0.273900000000011E+02  0.145340743252419E+01  0.103651582469240E+00  0.684556653126432E+00  0.488200203181637E-01
     0.274000000000011E+02  0.145289548875042E+01  0.103405428268048E+00  0.684811872855338E+00  0.487394073035175E-01
     0.274100000000011E+02  0.145238393670636E+01  0.103159715871360E+00  0.685067042173016E+00  0.486588426361048E-01
     0.274200000000011E+02  0.145187276858111E+01  0.102914453565264E+00  0.685322163990473E+00  0.485783310697198E-01
     0.274300000000011E+02  0.145136197687132E+01  0.102669649827598E+00  0.685577241076077E+00  0.484978774370170E-01
     0.274400000000011E+02  0.145085155438675E+01  0.102425313316574E+00  0.685832276053247E+00  0.484174866442934E-01
     0.274500000000011E+02  0.145034149425537E+01  0.102181452859260E+00  0.686087271398364E+00  0.483371636662189E-01
     0.274600000000011E+02  0.144983178992786E+01  0.101938077439947E+00  0.686342229438911E+00  0.482569135405222E-01
     0.274700000000011E+02  0.144932243518176E+01  0.101695196188421E+00  0.686597152351825E+00  0.481767413626449E-01
     0.274800000000011E+02  0.144881342412499E+01  0.101452818368168E+00  0.686852042162079E+00  0.480966522803722E-01
     0.274900000000011E+02  0.144830475119897E+01  0.101210953364526E+00  0.687106900741476E+00  0.480166514884514E-01
     0.275000000000011E+02  0.144779641118123E+01  0.100969610672813E+00  0.687361729807665E+00  0.479367442232069E-01
     0.275100000000011E+02  0.144728839918748E+01  0.100728799886457E+00  0.687616530923373E+00  0.478569357571614E-01
     0.275200000000011E+02  0.144678071067330E+01  0.100488530685130E+00  0.687871305495843E+00  0.477772313936721E-01
     0.275300000000011E+02  0.144627334143528E+01  0.100248812822935E+00  0.688126054776485E+00  0.476976364615925E-01
     0.275400000000011E+02  0.144576628761174E+01  0.100009656116638E+00  0.688380779860737E+00  0.476181563099661E-01
     0.275500000000011E+02  0.144525954568296E+01  0.997710704339801E-01  0.688635481688113E+00  0.475387963027605E-01
     0.275600000000011E+02  0.144475311247102E+01  0.995330656820910E-01  0.688890161042462E+00  0.474595618136528E-01
     0.275700000000011E+02  0.144424698513912E+01  0.992956517960040E-01  0.689144818552413E+00  0.473804582208696E-01
     0.275800000000011E+02  0.144374116119055E+01  0.990588387273103E-01  0.689399454692007E+00  0.473014909020925E-01
     0.275900000000011E+02  0.144323563846723E+01  0.988226364329534E-01  0.689654069781509E+00  0.472226652294330E-01
     0.276000000000011E+02  0.144273041514779E+01  0.985870548641881E-01  0.689908663988405E+00  0.471439865644865E-01
     0.276100000000011E+02  0.144222548974537E+01  0.983521039557135E-01  0.690163237328557E+00  0.470654602534686E-01
     0.276200000000011E+02  0.144172086110490E+01  0.981177936149965E-01  0.690417789667535E+00  0.469870916224415E-01
     0.276300000000011E+02  0.144121652840016E+01  0.978841337117978E-01  0.690672320722099E+00  0.469088859726349E-01
     0.276400000000011E+02  0.144071249113036E+01  0.976511340679115E-01  0.690926830061844E+00  0.468308485758671E-01
     0.276500000000011E+02  0.144020874911652E+01  0.974188044471314E-01  0.691181317110975E+00  0.467529846700696E-01
     0.276600000000011E+02  0.143970530249738E+01  0.971871545454530E-01  0.691435781150242E+00  0.466752994549223E-01
     0.276700000000011E+02  0.143920215172510E+01  0.969561939815201E-01  0.691690221318992E+00  0.465977980875992E-01
     0.276800000000011E+02  0.143869929756068E+01  0.967259322873268E-01  0.691944636617359E+00  0.465204856786321E-01
     0.276900000000011E+02  0.143819674106898E+01  0.964963788991804E-01  0.692199025908572E+00  0.464433672878927E-01
     0.277000000000011E+02  0.143769448361364E+01  0.962675431489330E-01  0.692453387921369E+00  0.463664479206969E-01
     0.277100000000011E+02  0.143719252685161E+01  0.960394342554877E-01  0.692707721252535E+00  0.462897325240339E-01
     0.277200000000011E+02  0.143669087272753E+01  0.958120613165876E-01  0.692962024369523E+00  0.462132259829224E-01
     0.277300000000011E+02  0.143618952346785E+01  0.955854333008848E-01  0.693216295613183E+00  0.461369331168941E-01
     0.277400000000011E+02  0.143568848157477E+01  0.953595590403028E-01  0.693470533200574E+00  0.460608586766085E-01
     0.277500000000011E+02  0.143518774981997E+01  0.951344472226870E-01  0.693724735227855E+00  0.459850073405974E-01
     0.277600000000010E+02  0.143468733123816E+01  0.949101063847518E-01  0.693978899673257E+00  0.459093837121421E-01
     0.277700000000010E+02  0.143418722912049E+01  0.946865449053216E-01  0.694233024400124E+00  0.458339923162827E-01
     0.277800000000010E+02  0.143368744700780E+01  0.944637709988696E-01  0.694487107160010E+00  0.457588375969604E-01
     0.277900000000010E+02  0.143318798868370E+01  0.942417927093530E-01  0.694741145595844E+00  0.456839239142909E-01
     0.278000000000010E+02  0.143268885816762E+01  0.940206179043454E-01  0.694995137245139E+00  0.456092555419722E-01
     0.278100000000010E+02  0.143219005970763E+01  0.938002542694661E-01  0.695249079543251E+00  0.455348366648225E-01
     0.278200000000010E+02  0.143169159777325E+01  0.935807093031020E-01  0.695502969826677E+00  0.454606713764500E-01
     0.278300000000010E+02  0.143119347704817E+01  0.933619903114255E-01  0.695756805336389E+00  0.453867636770524E-01
     0.278400000000010E+02  0.143069570242285E+01  0.931441044037003E-01  0.696010583221199E+00  0.453131174713454E-01
     0.278500000000010E+02  0.143019827898709E+01  0.929270584878767E-01  0.696264300541146E+00  0.452397365666188E-01
     0.278600000000010E+02  0.142970121202256E+01  0.927108592664709E-01  0.696517954270907E+00  0.451666246709184E-01
     0.278700000000010E+02  0.142920450699528E+01  0.924955132327262E-01  0.696771541303227E+00  0.450937853913530E-01
     0.278800000000010E+02  0.142870816954805E+01  0.922810266670509E-01  0.697025058452349E+00  0.450212222325231E-01
     0.278900000000010E+02  0.142821220549290E+01  0.920674056337279E-01  0.697278502457465E+00  0.449489385950699E-01
     0.279000000000010E+02  0.142771662080351E+01  0.918546559778953E-01  0.697531869986162E+00  0.448769377743447E-01
     0.279100000000010E+02  0.142722142160763E+01  0.916427833227891E-01  0.697785157637868E+00  0.448052229591924E-01
     0.279200000000010E+02  0.142672661417950E+01  0.914317930672442E-01  0.698038361947302E+00  0.447337972308507E-01
     0.279300000000010E+02  0.142623220493231E+01  0.912216903834499E-01  0.698291479387902E+00  0.446626635619602E-01
     0.279400000000010E+02  0.142573820041066E+01  0.910124802149515E-01  0.698544506375257E+00  0.445918248156842E-01
     0.279500000000010E+02  0.142524460728308E+01  0.908041672748965E-01  0.698797439270517E+00  0.445212837449356E-01
     0.279600000000010E+02  0.142475143233454E+01  0.905967560445154E-01  0.699050274383787E+00  0.444510429917075E-01
     0.279700000000010E+02  0.142425868245906E+01  0.903902507718345E-01  0.699303007977505E+00  0.443811050865065E-01
     0.279800000000010E+02  0.142376636465233E+01  0.901846554706132E-01  0.699555636269794E+00  0.443114724478849E-01
     0.279900000000010E+02  0.142327448600441E+01  0.899799739195003E-01  0.699808155437795E+00  0.442421473820697E-01
     0.280000000000010E+02  0.142278305369247E+01  0.897762096614029E-01  0.700060561620968E+00  0.441731320826853E-01
     0.280100000000010E+02  0.142229207497362E+01  0.895733660030631E-01  0.700312850924372E+00  0.441044286305685E-01
     0.280200000000010E+02  0.142180155717782E+01  0.893714460148362E-01  0.700565019421902E+00  0.440360389936728E-01
     0.280300000000010E+02  0.142131150770078E+01  0.891704525306616E-01  0.700817063159514E+00  0.439679650270580E-01
     0.280400000000010E+02  0.142082193399708E+01  0.889703881482256E-01  0.701068978158397E+00  0.439002084729645E-01
     0.280500000000010E+02  0.142033284357324E+01  0.887712552293068E-01  0.701320760418123E+00  0.438327709609699E-01
     0.280600000000010E+02  0.141984424398093E+01  0.885730559002982E-01  0.701572405919754E+00  0.437656540082235E-01
     0.280700000000010E+02  0.141935614281032E+01  0.883757920529026E-01  0.701823910628919E+00  0.436988590197582E-01
     0.280800000000010E+02  0.141886854768342E+01  0.881794653449930E-01  0.702075270498845E+00  0.436323872888770E-01
     0.280900000000010E+02  0.141838146624756E+01  0.879840772016361E-01  0.702326481473355E+00  0.435662399976115E-01
     0.281000000000010E+02  0.141789490616898E+01  0.877896288162696E-01  0.702577539489825E+00  0.435004182172506E-01
     0.281100000000010E+02  0.141740887512650E+01  0.875961211520307E-01  0.702828440482095E+00  0.434349229089368E-01
     0.281200000000010E+02  0.141692338080530E+01  0.874035549432300E-01  0.703079180383350E+00  0.433697549243288E-01
     0.281300000000010E+02  0.141643843089076E+01  0.872119306969664E-01  0.703329755128950E+00  0.433049150063277E-01
     0.281400000000010E+02  0.141595403306243E+01  0.870212486948775E-01  0.703580160659220E+00  0.432404037898654E-01
     0.281500000000010E+02  0.141547019498813E+01  0.868315089950219E-01  0.703830392922202E+00  0.431762218027532E-01
     0.281600000000010E+02  0.141498692431810E+01  0.866427114338881E-01  0.704080447876357E+00  0.431123694665888E-01
     0.281700000000010E+02  0.141450422867925E+01  0.864548556285258E-01  0.704330321493234E+00  0.430488470977197E-01
     0.281800000000010E+02  0.141402211566957E+01  0.862679409787972E-01  0.704580009760085E+00  0.429856549082626E-01
     0.281900000000010E+02  0.141354059285260E+01  0.860819666697421E-01  0.704829508682440E+00  0.429227930071756E-01
     0.282000000000010E+02  0.141305966775201E+01  0.858969316740555E-01  0.705078814286649E+00  0.428602614013843E-01
     0.282100000000010E+02  0.141257934784627E+01  0.857128347546709E-01  0.705327922622363E+00  0.427980599969563E-01
     0.282200000000010E+02  0.141209964056345E+01  0.855296744674510E-01  0.705576829764984E+00  0.427361886003281E-01
     0.282300000000010E+02  0.141162055327613E+01  0.853474491639763E-01  0.705825531818066E+00  0.426746469195784E-01
     0.282400000000010E+02  0.141114209329638E+01  0.851661569944357E-01  0.706074024915673E+00  0.426134345657505E-01
     0.282500000000010E+02  0.141066426787083E+01  0.849857959106096E-01  0.706322305224695E+00  0.425525510542199E-01
     0.282600000000010E+02  0.141018708417594E+01  0.848063636689462E-01  0.706570368947116E+00  0.424919958061073E-01
     0.282700000000010E+02  0.140971054931324E+01  0.846278578337310E-01  0.706818212322242E+00  0.424317681497376E-01
     0.282800000000010E+02  0.140923467030480E+01  0.844502757803401E-01  0.707065831628882E+00  0.423718673221399E-01
     0.282900000000010E+02  0.140875945408870E+01  0.842736146985829E-01  0.707313223187486E+00  0.423122924705938E-01
     0.283000000000010E+02  0.140828490751465E+01  0.840978715961258E-01  0.707560383362237E+00  0.422530426542144E-01
     0.283100000000010E+02  0.140781103733976E+01  0.839230433019996E-01  0.707807308563100E+00  0.421941168455814E-01
     0.283200000000010E+02  0.140733785022428E+01  0.837491264701849E-01  0.708053995247826E+00  0.421355139324077E-01
     0.283300000000010E+02  0.140686535272762E+01  0.835761175832773E-01  0.708300439923908E+00  0.420772327192484E-01
     0.283400000000010E+02  0.140639355130432E+01  0.834040129562290E-01  0.708546639150492E+00  0.420192719292502E-01
     0.283500000000010E+02  0.140592245230021E+01  0.832328087401641E-01  0.708792589540250E+00  0.419616302059398E-01
     0.283600000000010E+02  0.140545206194864E+01  0.830625009262685E-01  0.709038287761192E+00  0.419043061150497E-01
     0.283700000000010E+02  0.140498238636686E+01  0.828930853497509E-01  0.709283730538445E+00  0.418472981463846E-01
     0.283800000000010E+02  0.140451343155243E+01  0.827245576938766E-01  0.709528914655973E+00  0.417906047157233E-01
     0.283900000000010E+02  0.140404520337980E+01  0.825569134940682E-01  0.709773836958263E+00  0.417342241667597E-01
     0.284000000000010E+02  0.140357770759697E+01  0.823901481420762E-01  0.710018494351945E+00  0.416781547730794E-01
     0.284100000000009E+02  0.140311094982230E+01  0.822242568902163E-01  0.710262883807381E+00  0.416223947401739E-01
     0.284200000000009E+02  0.140264493554132E+01  0.820592348556718E-01  0.710507002360189E+00  0.415669422074897E-01
     0.284300000000009E+02  0.140217967010380E+01  0.818950770248610E-01  0.710750847112726E+00  0.415117952505138E-01
     0.284400000000009E+02  0.140171515872081E+01  0.817317782578684E-01  0.710994415235513E+00  0.414569518828939E-01
     0.284500000000009E+02  0.140125140646197E+01  0.815693332929367E-01  0.711237703968614E+00  0.414024100585934E-01
     0.284600000000009E+02  0.140078841825272E+01  0.814077367510204E-01  0.711480710622955E+00  0.413481676740798E-01
     0.284700000000009E+02  0.140032619887186E+01  0.812469831403981E-01  0.711723432581593E+00  0.412942225705472E-01
     0.284800000000009E+02  0.139986475294904E+01  0.810870668613436E-01  0.711965867300926E+00  0.412405725361715E-01
     0.284900000000009E+02  0.139940408496247E+01  0.809279822108533E-01  0.712208012311853E+00  0.411872153083980E-01
     0.285000000000009E+02  0.139894419923672E+01  0.807697233874272E-01  0.712449865220867E+00  0.411341485762591E-01
     0.285100000000009E+02  0.139848509994067E+01  0.806122844959049E-01  0.712691423711095E+00  0.410813699827245E-01
     0.285200000000009E+02  0.139802679108552E+01  0.804556595523525E-01  0.712932685543276E+00  0.410288771270804E-01
     0.285300000000009E+02  0.139756927652299E+01  0.802998424889982E-01  0.713173648556681E+00  0.409766675673367E-01
     0.285400000000009E+02  0.139711255994362E+01  0.801448271592176E-01  0.713414310669961E+00  0.409247388226642E-01
     0.285500000000009E+02  0.139665664487522E+01  0.799906073425626E-01  0.713654669881943E+00  0.408730883758569E-01
     0.285600000000009E+02  0.139620153468143E+01  0.798371767498336E-01  0.713894724272351E+00  0.408217136758198E-01
     0.285700000000009E+02  0.139574723256041E+01  0.796845290281954E-01  0.714134472002463E+00  0.407706121400835E-01
     0.285800000000009E+02  0.139529374154370E+01  0.795326577663265E-01  0.714373911315705E+00  0.407197811573391E-01
     0.285900000000009E+02  0.139484106449519E+01  0.793815564996095E-01  0.714613040538164E+00  0.406692180899968E-01
     0.286000000000009E+02  0.139438920411025E+01  0.792312187153497E-01  0.714851858079041E+00  0.406189202767639E-01
     0.286100000000009E+02  0.139393816291501E+01  0.790816378580257E-01  0.715090362431030E+00  0.405688850352416E-01
     0.286200000000009E+02  0.139348794326573E+01  0.789328073345660E-01  0.715328552170611E+00  0.405191096645388E-01
     0.286300000000009E+02  0.139303854734841E+01  0.787847205196485E-01  0.715566425958290E+00  0.404695914479009E-01
     0.286400000000009E+02  0.139258997717847E+01  0.786373707610195E-01  0.715803982538742E+00  0.404203276553524E-01
     0.286500000000009E+02  0.139214223460062E+01  0.784907513848273E-01  0.716041220740885E+00  0.403713155463489E-01
     0.286600000000009E+02  0.139169532128891E+01  0.783448557009695E-01  0.716278139477878E+00  0.403225523724411E-01
     0.286700000000009E+02  0.139124923874685E+01  0.781996770084459E-01  0.716514737747035E+00  0.402740353799430E-01
     0.286800000000009E+02  0.139080398830781E+01  0.780552086007156E-01  0.716751014629658E+00  0.402257618126062E-01
     0.286900000000009E+02  0.139035957113545E+01  0.779114437710526E-01  0.716986969290787E+00  0.401777289142957E-01
     0.287000000000009E+02  0.138991598822444E+01  0.777683758178939E-01  0.717222600978872E+00  0.401299339316654E-01
     0.287100000000009E+02  0.138947324040124E+01  0.776259980501797E-01  0.717457909025355E+00  0.400823741168310E-01
     0.287200000000009E+02  0.138903132832510E+01  0.774843037926740E-01  0.717692892844166E+00  0.400350467300367E-01
     0.287300000000009E+02  0.138859025248920E+01  0.773432863912669E-01  0.717927551931144E+00  0.399879490423137E-01
     0.287400000000009E+02  0.138815001322199E+01  0.772029392182482E-01  0.718161885863361E+00  0.399410783381271E-01
     0.287500000000009E+02  0.138771061068865E+01  0.770632556775506E-01  0.718395894298359E+00  0.398944319180091E-01
     0.287600000000009E+02  0.138727204489277E+01  0.769242292099533E-01  0.718629576973312E+00  0.398480071011738E-01
     0.287700000000009E+02  0.138683431567815E+01  0.767858532982434E-01  0.718862933704086E+00  0.398018012281123E-01
     0.287800000000009E+02  0.138639742273081E+01  0.766481214723274E-01  0.719095964384221E+00  0.397558116631641E-01
     0.287900000000009E+02  0.138596136558114E+01  0.765110273142867E-01  0.719328668983822E+00  0.397100357970611E-01
     0.288000000000009E+02  0.138552614360621E+01  0.763745644633711E-01  0.719561047548363E+00  0.396644710494418E-01
     0.288100000000009E+02  0.138509175603231E+01  0.762387266209270E-01  0.719793100197404E+00  0.396191148713324E-01
     0.288200000000009E+02  0.138465820193755E+01  0.761035075552466E-01  0.720024827123225E+00  0.395739647475896E-01
     0.288300000000009E+02  0.138422548025475E+01  0.759689011063416E-01  0.720256228589364E+00  0.395290181993052E-01
     0.288400000000009E+02  0.138379358977437E+01  0.758349011906264E-01  0.720487304929083E+00  0.394842727861649E-01
     0.288500000000009E+02  0.138336252914771E+01  0.757015018055097E-01  0.720718056543739E+00  0.394397261087615E-01
     0.288600000000009E+02  0.138293229689018E+01  0.755686970338864E-01  0.720948483901079E+00  0.393953758108570E-01
     0.288700000000009E+02  0.138250289138480E+01  0.754364810485219E-01  0.721178587533447E+00  0.393512195815902E-01
     0.288800000000009E+02  0.138207431088580E+01  0.753048481163259E-01  0.721408368035914E+00  0.393072551576280E-01
     0.288900000000009E+02  0.138164655352240E+01  0.751737926025059E-01  0.721637826064330E+00  0.392634803252552E-01
     0.289000000000009E+02  0.138121961730273E+01  0.750433089745966E-01  0.721866962333295E+00  0.392198929223998E-01
     0.289100000000009E+02  0.138079350011789E+01  0.749133918063565E-01  0.722095777614055E+00  0.391764908405919E-01
     0.289200000000009E+02  0.138036819974618E+01  0.747840357815300E-01  0.722324272732330E+00  0.391332720268513E-01
     0.289300000000009E+02  0.137994371385740E+01  0.746552356974626E-01  0.722552448566066E+00  0.390902344855007E-01
     0.289400000000009E+02  0.137952004001735E+01  0.745269864685709E-01  0.722780306043117E+00  0.390473762799034E-01
     0.289500000000009E+02  0.137909717569242E+01  0.743992831296536E-01  0.723007846138867E+00  0.390046955341193E-01
     0.289600000000009E+02  0.137867511825430E+01  0.742721208390464E-01  0.723235069873783E+00  0.389621904344788E-01
     0.289700000000009E+02  0.137825386498484E+01  0.741454948816093E-01  0.723461978310908E+00  0.389198592310715E-01
     0.289800000000009E+02  0.137783341308097E+01  0.740194006715422E-01  0.723688572553304E+00  0.388777002391447E-01
     0.289900000000009E+02  0.137741375965973E+01  0.738938337550281E-01  0.723914853741430E+00  0.388357118404127E-01
     0.290000000000009E+02  0.137699490176348E+01  0.737687898126930E-01  0.724140823050475E+00  0.387938924842706E-01
     0.290100000000009E+02  0.137657683636506E+01  0.736442646618848E-01  0.724366481687645E+00  0.387522406889146E-01
     0.290200000000009E+02  0.137615956037316E+01  0.735202542587605E-01  0.724591830889399E+00  0.387107550423616E-01
     0.290300000000009E+02  0.137574307063770E+01  0.733967547001826E-01  0.724816871918655E+00  0.386694342033704E-01
     0.290400000000009E+02  0.137532736395528E+01  0.732737622254216E-01  0.725041606061950E+00  0.386282769022608E-01
     0.290500000000009E+02  0.137491243707475E+01  0.731512732176555E-01  0.725266034626573E+00  0.385872819416279E-01
     0.290600000000009E+02  0.137449828670273E+01  0.730292842052717E-01  0.725490158937669E+00  0.385464481969524E-01
     0.290700000000009E+02  0.137408490950932E+01  0.729077918629620E-01  0.725713980335313E+00  0.385057746171035E-01
     0.290800000000009E+02  0.137367230213367E+01  0.727867930126127E-01  0.725937500171574E+00  0.384652602247347E-01
     0.290900000000008E+02  0.137326046118977E+01  0.726662846239858E-01  0.726160719807551E+00  0.384249041165700E-01
     0.291000000000008E+02  0.137284938327215E+01  0.725462638151909E-01  0.726383640610406E+00  0.383847054635819E-01
     0.291100000000008E+02  0.137243906496155E+01  0.724267278529471E-01  0.726606263950384E+00  0.383446635110575E-01
     0.291200000000008E+02  0.137202950283078E+01  0.723076741526308E-01  0.726828591197836E+00  0.383047775785554E-01
     0.291300000000008E+02  0.137162069345035E+01  0.721891002781162E-01  0.727050623720232E+00  0.382650470597515E-01
     0.291400000000008E+02  0.137121263339430E+01  0.720710039414000E-01  0.727272362879192E+00  0.382254714221739E-01
     0.291500000000008E+02  0.137080531924583E+01  0.719533830020170E-01  0.727493810027515E+00  0.381860502068267E-01
     0.291600000000008E+02  0.137039874760306E+01  0.718362354662451E-01  0.727714966506234E+00  0.381467830277051E-01
     0.291700000000008E+02  0.136999291508462E+01  0.717195594861000E-01  0.727935833641675E+00  0.381076695711986E-01
     0.291800000000008E+02  0.136958781833533E+01  0.716033533581229E-01  0.728156412742554E+00  0.380687095953877E-01
     0.291900000000008E+02  0.136918345403170E+01  0.714876155219625E-01  0.728376705097087E+00  0.380299029292307E-01
     0.292000000000008E+02  0.136877981888747E+01  0.713723445587518E-01  0.728596711970141E+00  0.379912494716448E-01
     0.292100000000008E+02  0.136837690965902E+01  0.712575391892860E-01  0.728816434600413E+00  0.379527491904812E-01
     0.292200000000008E+02  0.136797472315077E+01  0.711431982720004E-01  0.729035874197653E+00  0.379144021213968E-01
     0.292300000000008E+02  0.136757325622042E+01  0.710293208007544E-01  0.729255031939927E+00  0.378762083666229E-01
     0.292400000000008E+02  0.136717250578416E+01  0.709159059024236E-01  0.729473908970930E+00  0.378381680936339E-01
     0.292500000000008E+02  0.136677246882177E+01  0.708029528343050E-01  0.729692506397343E+00  0.378002815337173E-01
     0.292600000000008E+02  0.136637314238162E+01  0.706904609813384E-01  0.729910825286254E+00  0.377625489804478E-01
     0.292700000000008E+02  0.136597452358553E+01  0.705784298531487E-01  0.730128866662626E+00  0.377249707880665E-01
     0.292800000000008E+02  0.136557660963355E+01  0.704668590809158E-01  0.730346631506836E+00  0.376875473697696E-01
     0.292900000000008E+02  0.136517939780862E+01  0.703557484140727E-01  0.730564120752274E+00  0.376502791959073E-01
     0.293000000000008E+02  0.136478288548107E+01  0.702450977168423E-01  0.730781335283005E+00  0.376131667920972E-01
     0.293100000000008E+02  0.136438707011301E+01  0.701349069646136E-01  0.730998275931513E+00  0.375762107372530E-01
     0.293200000000008E+02  0.136399194926258E+01  0.700251762401669E-01  0.731214943476508E+00  0.375394116615340E-01
     0.293300000000008E+02  0.136359752058803E+01  0.699159057297506E-01  0.731431338640814E+00  0.375027702442166E-01
     0.293400000000008E+02  0.136320378185172E+01  0.698070957190174E-01  0.731647462089332E+00  0.374662872114901E-01
     0.293500000000008E+02  0.136281073092386E+01  0.696987465888256E-01  0.731863314427092E+00  0.374299633341835E-01
     0.293600000000008E+02  0.136241836578618E+01  0.695908588109124E-01  0.732078896197380E+00  0.373937994254228E-01
     0.293700000000008E+02  0.136202668453540E+01  0.694834329434437E-01  0.732294207879957E+00  0.373577963382233E-01
     0.293800000000008E+02  0.136163568538658E+01  0.693764696264490E-01  0.732509249889358E+00  0.373219549630222E-01
     0.293900000000008E+02  0.136124536667620E+01  0.692699695771474E-01  0.732724022573288E+00  0.372862762251515E-01
     0.294000000000008E+02  0.136085572686518E+01  0.691639335851698E-01  0.732938526211105E+00  0.372507610822577E-01
     0.294100000000008E+02  0.136046676454167E+01  0.690583625076865E-01  0.733152761012395E+00  0.372154105216693E-01
     0.294200000000008E+02  0.136007847842364E+01  0.689532572644454E-01  0.733366727115644E+00  0.371802255577184E-01
     0.294300000000008E+02  0.135969086736138E+01  0.688486188327264E-01  0.733580424587000E+00  0.371452072290168E-01
     0.294400000000008E+02  0.135930393033972E+01  0.687444482422221E-01  0.733793853419134E+00  0.371103565956917E-01
     0.294500000000008E+02  0.135891766648013E+01  0.686407465698477E-01  0.734007013530196E+00  0.370756747365855E-01
     0.294600000000008E+02  0.135853207504259E+01  0.685375149344892E-01  0.734219904762872E+00  0.370411627464203E-01
     0.294700000000008E+02  0.135814715542734E+01  0.684347544916966E-01  0.734432526883537E+00  0.370068217329342E-01
     0.294800000000008E+02  0.135776290717639E+01  0.683324664283254E-01  0.734644879581499E+00  0.369726528139883E-01
     0.294900000000008E+02  0.135737932997484E+01  0.682306519571383E-01  0.734856962468360E+00  0.369386571146534E-01
     0.295000000000008E+02  0.135699642365208E+01  0.681293123113684E-01  0.735068775077452E+00  0.369048357642738E-01
     0.295100000000008E+02  0.135661418818272E+01  0.680284487392532E-01  0.735280316863397E+00  0.368711898935161E-01
     0.295200000000008E+02  0.135623262368742E+01  0.679280624985446E-01  0.735491587201744E+00  0.368377206314044E-01
     0.295300000000008E+02  0.135585173043343E+01  0.678281548510002E-01  0.735702585388721E+00  0.368044291023439E-01
     0.295400000000008E+02  0.135547150883505E+01  0.677287270568647E-01  0.735913310641075E+00  0.367713164231388E-01
     0.295500000000008E+02  0.135509195945387E+01  0.676297803693431E-01  0.736123762096016E+00  0.367383837000052E-01
     0.295600000000008E+02  0.135471308299878E+01  0.675313160290751E-01  0.736333938811259E+00  0.367056320255834E-01
     0.295700000000008E+02  0.135433488032586E+01  0.674333352586132E-01  0.736543839765160E+00  0.366730624759512E-01
     0.295800000000008E+02  0.135395735243810E+01  0.673358392569134E-01  0.736753463856947E+00  0.366406761076424E-01
     0.295900000000008E+02  0.135358050048485E+01  0.672388291938400E-01  0.736962809907056E+00  0.366084739546730E-01
     0.296000000000008E+02  0.135320432576121E+01  0.671423062046915E-01  0.737171876657553E+00  0.365764570255762E-01
     0.296100000000008E+02  0.135282882970714E+01  0.670462713847543E-01  0.737380662772655E+00  0.365446263004521E-01
     0.296200000000008E+02  0.135245401390651E+01  0.669507257838846E-01  0.737589166839341E+00  0.365129827280311E-01
     0.296300000000008E+02  0.135207988008585E+01  0.668556704011273E-01  0.737797387368065E+00  0.364815272227557E-01
     0.296400000000008E+02  0.135170643011304E+01  0.667611061793738E-01  0.738005322793545E+00  0.364502606618824E-01
