# final state angular momentum:   1
# broadening parameter (in eV):   0.800000000000    
# absorbing atom type:   1
# Energy (eV)   sigma
    9.49949950    0.10800527
    9.53953954    0.10569626
    9.57957958    0.10345230
    9.61961962    0.10128530
    9.65965966    0.09920463
    9.69969970    0.09721747
    9.73973974    0.09532887
    9.77977978    0.09354177
    9.81981982    0.09185772
    9.85985986    0.09027707
    9.89989990    0.08879908
    9.93993994    0.08742245
    9.97997998    0.08614527
   10.02002002    0.08496578
   10.06006006    0.08388203
   10.10010010    0.08289205
   10.14014014    0.08199397
   10.18018018    0.08118600
   10.22022022    0.08046635
   10.26026026    0.07983325
   10.30030030    0.07928504
   10.34034034    0.07881985
   10.38038038    0.07843585
   10.42042042    0.07813095
   10.46046046    0.07790300
   10.50050050    0.07774956
   10.54054054    0.07766797
   10.58058058    0.07765525
   10.62062062    0.07770824
   10.66066066    0.07782369
   10.70070070    0.07799836
   10.74074074    0.07822939
   10.78078078    0.07851427
   10.82082082    0.07885143
   10.86086086    0.07924009
   10.90090090    0.07968050
   10.94094094    0.08017386
   10.98098098    0.08072222
   11.02102102    0.08132793
   11.06106106    0.08199339
   11.10110110    0.08272045
   11.14114114    0.08350961
   11.18118118    0.08435974
   11.22122122    0.08526713
   11.26126126    0.08622550
   11.30130130    0.08722534
   11.34134134    0.08825390
   11.38138138    0.08929538
   11.42142142    0.09033132
   11.46146146    0.09134095
   11.50150150    0.09230230
   11.54154154    0.09319323
   11.58158158    0.09399237
   11.62162162    0.09468062
   11.66166166    0.09524192
   11.70170170    0.09566471
   11.74174174    0.09594210
   11.78178178    0.09607236
   11.82182182    0.09605887
   11.86186186    0.09590960
   11.90190190    0.09563611
   11.94194194    0.09525276
   11.98198198    0.09477581
   12.02202202    0.09422202
   12.06206206    0.09360791
   12.10210210    0.09294898
   12.14214214    0.09225952
   12.18218218    0.09155183
   12.22222222    0.09083667
   12.26226226    0.09012320
   12.30230230    0.08941911
   12.34234234    0.08873088
   12.38238238    0.08806407
   12.42242242    0.08742358
   12.46246246    0.08681345
   12.50250250    0.08623686
   12.54254254    0.08569600
   12.58258258    0.08519202
   12.62262262    0.08472440
   12.66266266    0.08429118
   12.70270270    0.08388874
   12.74274274    0.08351168
   12.78278278    0.08315322
   12.82282282    0.08280556
   12.86286286    0.08246023
   12.90290290    0.08210876
   12.94294294    0.08174326
   12.98298298    0.08135702
   13.02302302    0.08094509
   13.06306306    0.08050447
   13.10310310    0.08003468
   13.14314314    0.07953760
   13.18318318    0.07901734
   13.22322322    0.07848017
   13.26326326    0.07793436
   13.30330330    0.07738939
   13.34334334    0.07685603
   13.38338338    0.07634580
   13.42342342    0.07587052
   13.46346346    0.07544207
   13.50350350    0.07507214
   13.54354354    0.07477214
   13.58358358    0.07455277
   13.62362362    0.07442391
   13.66366366    0.07439457
   13.70370370    0.07447294
   13.74374374    0.07466575
   13.78378378    0.07497870
   13.82382382    0.07541617
   13.86386386    0.07598080
   13.90390390    0.07667352
   13.94394394    0.07749348
   13.98398398    0.07843771
   14.02402402    0.07950085
   14.06406406    0.08067491
   14.10410410    0.08194916
   14.14414414    0.08331012
   14.18418418    0.08474085
   14.22422422    0.08622148
   14.26426426    0.08772893
   14.30430430    0.08923698
   14.34434434    0.09071661
   14.38438438    0.09213677
   14.42442442    0.09346497
   14.46446446    0.09466824
   14.50450450    0.09571429
   14.54454454    0.09657311
   14.58458458    0.09721832
   14.62462462    0.09762843
   14.66466466    0.09778804
   14.70470470    0.09768870
   14.74474474    0.09732911
   14.78478478    0.09671512
   14.82482482    0.09585876
   14.86486486    0.09477785
   14.90490490    0.09349417
   14.94494494    0.09203220
   14.98498498    0.09041782
   15.02502503    0.08867664
   15.06506507    0.08683362
   15.10510511    0.08491140
   15.14514515    0.08293036
   15.18518519    0.08090803
   15.22522523    0.07885927
   15.26526527    0.07679580
   15.30530531    0.07472736
