# final state angular momentum:   1
# broadening parameter (in eV):   0.800000000000    
# absorbing atom type:   1
# Energy (eV)   sigma
    9.69969970    0.08111014
    9.73973974    0.08061872
    9.77977978    0.07998118
    9.81981982    0.07920868
    9.85985986    0.07831548
    9.89989990    0.07731818
    9.93993994    0.07623530
    9.97997998    0.07508645
   10.02002002    0.07389169
   10.06006006    0.07267058
   10.10010010    0.07144178
   10.14014014    0.07022251
   10.18018018    0.06902814
   10.22022022    0.06787198
   10.26026026    0.06676524
   10.30030030    0.06571707
   10.34034034    0.06473453
   10.38038038    0.06382280
   10.42042042    0.06298544
   10.46046046    0.06222443
   10.50050050    0.06154017
   10.54054054    0.06093171
   10.58058058    0.06039678
   10.62062062    0.05993185
   10.66066066    0.05953212
   10.70070070    0.05919178
   10.74074074    0.05890423
   10.78078078    0.05866230
   10.82082082    0.05845856
   10.86086086    0.05828600
   10.90090090    0.05813826
   10.94094094    0.05801016
   10.98098098    0.05789812
   11.02102102    0.05780043
   11.06106106    0.05771739
   11.10110110    0.05765119
   11.14114114    0.05760585
   11.18118118    0.05758686
   11.22122122    0.05760073
   11.26126126    0.05765432
   11.30130130    0.05775476
   11.34134134    0.05790863
   11.38138138    0.05812172
   11.42142142    0.05839874
   11.46146146    0.05874312
   11.50150150    0.05915689
   11.54154154    0.05964063
   11.58158158    0.06019378
   11.62162162    0.06081467
   11.66166166    0.06150087
   11.70170170    0.06224930
   11.74174174    0.06305694
   11.78178178    0.06392081
   11.82182182    0.06483843
   11.86186186    0.06580792
   11.90190190    0.06682813
   11.94194194    0.06789839
   11.98198198    0.06901834
   12.02202202    0.07018773
   12.06206206    0.07140570
   12.10210210    0.07267055
   12.14214214    0.07397903
   12.18218218    0.07532620
   12.22222222    0.07670508
   12.26226226    0.07810671
   12.30230230    0.07952005
   12.34234234    0.08093267
   12.38238238    0.08233073
   12.42242242    0.08369983
   12.46246246    0.08502581
   12.50250250    0.08629486
   12.54254254    0.08749454
   12.58258258    0.08861379
   12.62262262    0.08964318
   12.66266266    0.09057514
   12.70270270    0.09140360
   12.74274274    0.09212382
   12.78278278    0.09273230
   12.82282282    0.09322618
   12.86286286    0.09360339
   12.90290290    0.09386250
   12.94294294    0.09400267
   12.98298298    0.09402376
   13.02302302    0.09392638
   13.06306306    0.09371173
   13.10310310    0.09338189
   13.14314314    0.09293934
   13.18318318    0.09238725
   13.22322322    0.09172906
   13.26326326    0.09096876
   13.30330330    0.09011091
   13.34334334    0.08916088
   13.38338338    0.08812531
   13.42342342    0.08701227
   13.46346346    0.08583165
   13.50350350    0.08459504
   13.54354354    0.08331601
   13.58358358    0.08200947
   13.62362362    0.08069160
   13.66366366    0.07937900
   13.70370370    0.07808820
   13.74374374    0.07683514
   13.78378378    0.07563451
   13.82382382    0.07449937
   13.86386386    0.07344090
   13.90390390    0.07246825
   13.94394394    0.07158841
   13.98398398    0.07080652
   14.02402402    0.07012585
   14.06406406    0.06954825
   14.10410410    0.06907439
   14.14414414    0.06870398
   14.18418418    0.06843629
   14.22422422    0.06827012
   14.26426426    0.06820393
   14.30430430    0.06823607
   14.34434434    0.06836454
   14.38438438    0.06858665
   14.42442442    0.06889902
   14.46446446    0.06929697
   14.50450450    0.06977432
   14.54454454    0.07032306
   14.58458458    0.07093299
   14.62462462    0.07159185
   14.66466466    0.07228506
   14.70470470    0.07299594
   14.74474474    0.07370640
   14.78478478    0.07439726
   14.82482482    0.07504894
   14.86486486    0.07564248
   14.90490490    0.07616028
   14.94494494    0.07658696
   14.98498498    0.07691018
   15.02502503    0.07712101
   15.06506507    0.07721453
   15.10510511    0.07718949
   15.14514515    0.07704833
   15.18518519    0.07679665
   15.22522523    0.07644265
   15.26526527    0.07599614
   15.30530531    0.07546800
   15.34534535    0.07486929
