  0.00000000E+00 -0.26968860E+02
  0.11116747E-01 -0.26968854E+02
  0.22233494E-01 -0.26968835E+02
  0.33350240E-01 -0.26968804E+02
  0.44466987E-01 -0.26968761E+02
  0.55583734E-01 -0.26968705E+02
  0.66700481E-01 -0.26968637E+02
  0.77817228E-01 -0.26968558E+02
  0.88933975E-01 -0.26968467E+02
  0.10005072E+00 -0.26968364E+02
  0.11116747E+00 -0.26968251E+02
  0.12228422E+00 -0.26968127E+02
  0.13340096E+00 -0.26967992E+02
  0.14451771E+00 -0.26967847E+02
  0.15563446E+00 -0.26967693E+02
  0.16675120E+00 -0.26967530E+02
  0.17786795E+00 -0.26967357E+02
  0.18898470E+00 -0.26967177E+02
  0.20010144E+00 -0.26966989E+02
  0.21121819E+00 -0.26966793E+02
  0.22233494E+00 -0.26966591E+02
  0.23345168E+00 -0.26966383E+02
  0.24456843E+00 -0.26966169E+02
  0.25568518E+00 -0.26965951E+02
  0.26680192E+00 -0.26965727E+02
  0.27791867E+00 -0.26965500E+02
  0.28903542E+00 -0.26965270E+02
  0.30015216E+00 -0.26965037E+02
  0.31126891E+00 -0.26964802E+02
  0.32238566E+00 -0.26964566E+02
  0.33350240E+00 -0.26964329E+02
  0.34461915E+00 -0.26964092E+02
  0.35573590E+00 -0.26963854E+02
  0.36685265E+00 -0.26963618E+02
  0.37796939E+00 -0.26963384E+02
  0.38908614E+00 -0.26963151E+02
  0.40020289E+00 -0.26962921E+02
  0.41131963E+00 -0.26962694E+02
  0.42243638E+00 -0.26962471E+02
  0.43355313E+00 -0.26962252E+02
  0.44466987E+00 -0.26962037E+02
  0.45578662E+00 -0.26961827E+02
  0.46690337E+00 -0.26961623E+02
  0.47802011E+00 -0.26961424E+02
  0.48913686E+00 -0.26961232E+02
  0.50025361E+00 -0.26961046E+02
  0.51137035E+00 -0.26960867E+02
  0.52248710E+00 -0.26960695E+02
  0.53360385E+00 -0.26960531E+02
  0.54472059E+00 -0.26960374E+02
  0.55583734E+00 -0.26960224E+02
  0.56695409E+00 -0.26960083E+02
  0.57807084E+00 -0.26959950E+02
  0.58918758E+00 -0.26959824E+02
  0.60030433E+00 -0.26959707E+02
  0.61142108E+00 -0.26959599E+02
  0.62253782E+00 -0.26959498E+02
  0.63365457E+00 -0.26959406E+02
  0.64477132E+00 -0.26959322E+02
  0.65588806E+00 -0.26959246E+02
  0.66700481E+00 -0.26959178E+02
  0.67812156E+00 -0.26959117E+02
  0.68923830E+00 -0.26959065E+02
  0.70035505E+00 -0.26959019E+02
  0.71147180E+00 -0.26958981E+02
  0.72258854E+00 -0.26958950E+02
  0.73370529E+00 -0.26958926E+02
