#        Frequency (eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.250300000000008E+02  0.184689060479193E+01  0.395547692866928E+00  0.517704224306097E+00  0.110876470420298E+00
     0.250400000000008E+02  0.184525589771956E+01  0.394411705000906E+00  0.518253164164963E+00  0.110773315697313E+00
     0.250500000000008E+02  0.184364528390861E+01  0.393278650982871E+00  0.518796562295234E+00  0.110667498750880E+00
     0.250600000000008E+02  0.184205827126090E+01  0.392147611658527E+00  0.519334610400507E+00  0.110558840780192E+00
     0.250700000000008E+02  0.184049433307215E+01  0.391017693376682E+00  0.519867507590548E+00  0.110447171733602E+00
     0.250800000000008E+02  0.183895290903300E+01  0.389888029620182E+00  0.520395459979623E+00  0.110332330707389E+00
     0.250900000000008E+02  0.183743340633249E+01  0.388757782605379E+00  0.520918680257738E+00  0.110214166323954E+00
     0.251000000000008E+02  0.183593520086338E+01  0.387626144842125E+00  0.521437387236094E+00  0.110092537087271E+00
     0.251100000000008E+02  0.183445763852838E+01  0.386492340646311E+00  0.521951805368139E+00  0.109967311713521E+00
     0.251200000000008E+02  0.183300003664535E+01  0.385355627596981E+00  0.522462164247866E+00  0.109838369434996E+00
     0.251300000000008E+02  0.183156168544912E+01  0.384215297930019E+00  0.522968698087130E+00  0.109705600275401E+00
     0.251400000000008E+02  0.183014184968647E+01  0.383070679860584E+00  0.523471645173965E+00  0.109568905294899E+00
     0.251500000000008E+02  0.182873977030066E+01  0.381921138826662E+00  0.523971247313977E+00  0.109428196803354E+00
     0.251600000000008E+02  0.182735466620058E+01  0.380766078646328E+00  0.524467749257070E+00  0.109283398540412E+00
     0.251700000000008E+02  0.182598573610939E+01  0.379604942581677E+00  0.524961398111876E+00  0.109134445821277E+00
     0.251800000000008E+02  0.182463216048669E+01  0.378437214302739E+00  0.525452442750336E+00  0.108981285647167E+00
     0.251900000000008E+02  0.182329310351754E+01  0.377262418745190E+00  0.525941133204988E+00  0.108823876779716E+00
     0.252000000000008E+02  0.182196771516133E+01  0.376080122856174E+00  0.526427720061578E+00  0.108662189778771E+00
     0.252100000000008E+02  0.182065513325267E+01  0.374889936223128E+00  0.526912453849640E+00  0.108496207003224E+00
     0.252200000000008E+02  0.181935448564636E+01  0.373691511581136E+00  0.527395584433734E+00  0.108325922574808E+00
     0.252300000000008E+02  0.181806489239760E+01  0.372484545195012E+00  0.527877360408004E+00  0.108151342304958E+00
     0.252400000000008E+02  0.181678546796878E+01  0.371268777113074E+00  0.528358028496737E+00  0.107972483585073E+00
     0.252500000000008E+02  0.181551532345356E+01  0.370043991290221E+00  0.528837832963511E+00  0.107789375240762E+00
     0.252600000000008E+02  0.181425356880873E+01  0.368810015578851E+00  0.529317015031519E+00  0.107602057350841E+00
     0.252700000000008E+02  0.181299931508455E+01  0.367566721586816E+00  0.529795812317511E+00  0.107410581032067E+00
     0.252800000000008E+02  0.181175167664369E+01  0.366314024402533E+00  0.530274458281746E+00  0.107215008190806E+00
     0.252900000000008E+02  0.181050977335947E+01  0.365051882188097E+00  0.530753181696203E+00  0.107015411242992E+00
     0.253000000000008E+02  0.180927273278377E+01  0.363780295642121E+00  0.531232206133161E+00  0.106811872803940E+00
     0.253100000000008E+02  0.180803969227524E+01  0.362499307334770E+00  0.531711749476128E+00  0.106604485349713E+00
     0.253200000000008E+02  0.180680980107904E+01  0.361209000918259E+00  0.532192023454925E+00  0.106393350851881E+00
     0.253300000000008E+02  0.180558222234907E+01  0.359909500216825E+00  0.532673233206547E+00  0.106178580387676E+00
     0.253400000000008E+02  0.180435613510455E+01  0.358600968200877E+00  0.533155576863264E+00  0.105960293727594E+00
     0.253500000000008E+02  0.180313073611305E+01  0.357283605850693E+00  0.533639245169222E+00  0.105738618902644E+00
     0.253600000000008E+02  0.180190524169251E+01  0.355957650915685E+00  0.534124421126594E+00  0.105513691753479E+00
     0.253700000000008E+02  0.180067888942557E+01  0.354623376575745E+00  0.534611279672173E+00  0.105285655463704E+00
     0.253800000000008E+02  0.179945093977989E+01  0.353281090011744E+00  0.535099987385050E+00  0.105054660079693E+00
     0.253900000000008E+02  0.179822067762908E+01  0.351931130892665E+00  0.535590702225857E+00  0.104820862019262E+00
     0.254000000000008E+02  0.179698741366925E+01  0.350573869787210E+00  0.536083573307861E+00  0.104584423571530E+00
     0.254100000000008E+02  0.179575048572704E+01  0.349209706508061E+00  0.536578740699959E+00  0.104345512390289E+00
     0.254200000000008E+02  0.179450925995580E+01  0.347839068397152E+00  0.537076335261495E+00  0.104104300983165E+00
     0.254300000000008E+02  0.179326313191715E+01  0.346462408560496E+00  0.537576478508615E+00  0.103860966198780E+00
     0.254400000000008E+02  0.179201152754592E+01  0.345080204061214E+00  0.538079282511698E+00  0.103615688714084E+00
     0.254500000000008E+02  0.179075390399738E+01  0.343692954079397E+00  0.538584849823261E+00  0.103368652523924E+00
     0.254600000000008E+02  0.178948975037609E+01  0.342301178047396E+00  0.539093273435579E+00  0.103120044434813E+00
     0.254700000000008E+02  0.178821858834666E+01  0.340905413769054E+00  0.539604636767137E+00  0.102870053564805E+00
     0.254800000000008E+02  0.178693997262726E+01  0.339506215531170E+00  0.540119013676881E+00  0.102618870851190E+00
     0.254900000000008E+02  0.178565349136731E+01  0.338104152215264E+00  0.540636468505164E+00  0.102366688567683E+00
     0.255000000000008E+02  0.178435876641159E+01  0.336699805417493E+00  0.541157056140153E+00  0.102113699852591E+00
     0.255100000000009E+02  0.178305545345335E+01  0.335293767584139E+00  0.541680822108406E+00  0.101860098249352E+00
     0.255200000000009E+02  0.178174324207962E+01  0.333886640169782E+00  0.542207802688237E+00  0.101606077260669E+00
     0.255300000000009E+02  0.178042185571251E+01  0.332479031824850E+00  0.542738025044462E+00  0.101351829917354E+00
     0.255400000000009E+02  0.177909105145045E+01  0.331071556618769E+00  0.543271507383043E+00  0.101097548362852E+00
     0.255500000000009E+02  0.177775061981406E+01  0.329664832304506E+00  0.543808259124140E+00  0.100843423454250E+00
     0.255600000000009E+02  0.177640038440122E+01  0.328259478629776E+00  0.544348281092073E+00  0.100589644380498E+00
     0.255700000000009E+02  0.177504020145677E+01  0.326856115699715E+00  0.544891565720658E+00  0.100336398298372E+00
     0.255800000000009E+02  0.177366995936183E+01  0.325455362395260E+00  0.545438097272427E+00  0.100083869986640E+00
     0.255900000000009E+02  0.177228957804844E+01  0.324057834851011E+00  0.545987852070231E+00  0.998322415187150E-01
     0.256000000000009E+02  0.177089900834518E+01  0.322664144995808E+00  0.546540798739759E+00  0.995816919540091E-01
     0.256100000000009E+02  0.176949823125931E+01  0.321274899158741E+00  0.547096898461562E+00  0.993323970480647E-01
     0.256200000000009E+02  0.176808725720128E+01  0.319890696742825E+00  0.547656105231159E+00  0.990845289814299E-01
     0.256300000000009E+02  0.176666612515738E+01  0.318512128968065E+00  0.548218366125935E+00  0.988382561071694E-01
     0.256400000000009E+02  0.176523490181610E+01  0.317139777685202E+00  0.548783621577500E+00  0.985937427167978E-01
     0.256500000000009E+02  0.176379368065388E+01  0.315774214260907E+00  0.549351805648337E+00  0.983511488243363E-01
     0.256600000000009E+02  0.176234258098571E+01  0.314415998534861E+00  0.549922846311540E+00  0.981106299681344E-01
     0.256700000000009E+02  0.176088174698581E+01  0.313065677848661E+00  0.550496665732591E+00  0.978723370300177E-01
     0.256800000000009E+02  0.175941134668373E+01  0.311723786146165E+00  0.551073180552138E+00  0.976364160712676E-01
     0.256900000000009E+02  0.175793157094060E+01  0.310390843144541E+00  0.551652302168844E+00  0.974030081848962E-01
     0.257000000000009E+02  0.175644263241035E+01  0.309067353574934E+00  0.552233937021435E+00  0.971722493636257E-01
     0.257100000000009E+02  0.175494476449038E+01  0.307753806491400E+00  0.552817986869145E+00  0.969442703829469E-01
     0.257200000000009E+02  0.175343822026584E+01  0.306450674646478E+00  0.553404349069867E+00  0.967191966986120E-01
     0.257300000000009E+02  0.175192327145155E+01  0.305158413931558E+00  0.553992916855337E+00  0.964971483578854E-01
     0.257400000000009E+02  0.175040020733515E+01  0.303877462879974E+00  0.554583579602788E+00  0.962782399238612E-01
     0.257500000000009E+02  0.174886933372491E+01  0.302608242230600E+00  0.555176223102592E+00  0.960625804121535E-01
     0.257600000000009E+02  0.174733097190542E+01  0.301351154549584E+00  0.555770729821427E+00  0.958502732392577E-01
     0.257700000000009E+02  0.174578545760374E+01  0.300106583907705E+00  0.556366979160637E+00  0.956414161818773E-01
     0.257800000000009E+02  0.174423313996885E+01  0.298874895610804E+00  0.556964847709464E+00  0.954361013465357E-01
     0.257900000000009E+02  0.174267438056649E+01  0.297656435980601E+00  0.557564209492919E+00  0.952344151487750E-01
     0.258000000000009E+02  0.174110955239142E+01  0.296451532183236E+00  0.558164936214117E+00  0.950364383012900E-01
     0.258100000000009E+02  0.173953903889890E+01  0.295260492102822E+00  0.558766897490936E+00  0.948422458103455E-01
     0.258200000000009E+02  0.173796323305685E+01  0.294083604257263E+00  0.559369961086940E+00  0.946519069798475E-01
     0.258300000000009E+02  0.173638253641993E+01  0.292921137753692E+00  0.559973993136523E+00  0.944654854224816E-01
     0.258400000000009E+02  0.173479735822649E+01  0.291773342280838E+00  0.560578858364301E+00  0.942830390773367E-01
     0.258500000000009E+02  0.173320811451933E+01  0.290640448135723E+00  0.561184420298796E+00  0.941046202334805E-01
     0.258600000000009E+02  0.173161522729070E+01  0.289522666282173E+00  0.561790541480512E+00  0.939302755589811E-01
     0.258700000000009E+02  0.173001912365204E+01  0.288420188438643E+00  0.562397083664522E+00  0.937600461348943E-01
     0.258800000000009E+02  0.172842023502856E+01  0.287333187193041E+00  0.563003908017711E+00  0.935939674937873E-01
     0.258900000000009E+02  0.172681899637883E+01  0.286261816142228E+00  0.563610875310876E+00  0.934320696623883E-01
     0.259000000000009E+02  0.172521584543917E+01  0.285206210054073E+00  0.564217846105838E+00  0.932743772080038E-01
     0.259100000000009E+02  0.172361122199264E+01  0.284166485050014E+00  0.564824680937832E+00  0.931209092883735E-01
     0.259200000000009E+02  0.172200556716222E+01  0.283142738806183E+00  0.565431240493361E+00  0.929716797046717E-01
     0.259300000000009E+02  0.172039932272772E+01  0.282135050771315E+00  0.566037385783783E+00  0.928266969574048E-01
     0.259400000000009E+02  0.171879293046587E+01  0.281143482399781E+00  0.566642978314863E+00  0.926859643049872E-01
     0.259500000000009E+02  0.171718683151289E+01  0.280168077398178E+00  0.567247880252550E+00  0.925494798248200E-01
     0.259600000000009E+02  0.171558146574875E+01  0.279208861984107E+00  0.567851954585229E+00  0.924172364767275E-01
     0.259700000000009E+02  0.171397727120247E+01  0.278265845155854E+00  0.568455065282699E+00  0.922892221686472E-01
     0.259800000000009E+02  0.171237468347754E+01  0.277339018971822E+00  0.569057077452131E+00  0.921654198244959E-01
     0.259900000000009E+02  0.171077413519652E+01  0.276428358838736E+00  0.569657857491226E+00  0.920458074541802E-01
     0.260000000000009E+02  0.170917605546409E+01  0.275533823807722E+00  0.570257273238830E+00  0.919303582257336E-01
     0.260100000000009E+02  0.170758086934754E+01  0.274655356877517E+00  0.570855194123195E+00  0.918190405396138E-01
     0.260200000000009E+02  0.170598899737379E+01  0.273792885304169E+00  0.571451491308112E+00  0.917118181052003E-01
     0.260300000000009E+02  0.170440085504217E+01  0.272946320916742E+00  0.572046037837082E+00  0.916086500195801E-01
     0.260400000000009E+02  0.170281685235183E+01  0.272115560438612E+00  0.572638708775695E+00  0.915094908487230E-01
     0.260500000000009E+02  0.170123739334333E+01  0.271300485814068E+00  0.573229381352367E+00  0.914142907111666E-01
     0.260600000000009E+02  0.169966287565313E+01  0.270500964540044E+00  0.573817935097554E+00  0.913229953643710E-01
     0.260700000000009E+02  0.169809369008064E+01  0.269716850002899E+00  0.574404251981525E+00  0.912355462938982E-01
     0.260800000000009E+02  0.169653022016678E+01  0.268947981820248E+00  0.574988216550786E+00  0.911518808056096E-01
     0.260900000000009E+02  0.169497284178369E+01  0.268194186187936E+00  0.575569716063173E+00  0.910719321210719E-01
     0.261000000000009E+02  0.169342192273464E+01  0.267455276232343E+00  0.576148640621646E+00  0.909956294763863E-01
     0.261100000000009E+02  0.169187782236403E+01  0.266731052368235E+00  0.576724883306746E+00  0.909228982246550E-01
     0.261200000000009E+02  0.169034089117664E+01  0.266021302662494E+00  0.577298340307687E+00  0.908536599423118E-01
     0.261300000000009E+02  0.168881147046601E+01  0.265325803204082E+00  0.577868911051981E+00  0.907878325395475E-01
     0.261400000000009E+02  0.168728989195156E+01  0.264644318480637E+00  0.578436498333497E+00  0.907253303750540E-01
     0.261500000000010E+02  0.168577647742428E+01  0.263976601762161E+00  0.579001008438794E+00  0.906660643753124E-01
     0.261600000000010E+02  0.168427153840082E+01  0.263322395492290E+00  0.579562351271569E+00  0.906099421586587E-01
     0.261700000000010E+02  0.168277537578605E+01  0.262681431687618E+00  0.580120440474979E+00  0.905568681643190E-01
     0.261800000000010E+02  0.168128827954401E+01  0.262053432345634E+00  0.580675193551617E+00  0.905067437866378E-01
     0.261900000000010E+02  0.167981052837765E+01  0.261438109861750E+00  0.581226531980854E+00  0.904594675146677E-01
     0.262000000000010E+02  0.167834238941730E+01  0.260835167455966E+00  0.581774381333233E+00  0.904149350772993E-01
     0.262100000000010E+02  0.167688411791857E+01  0.260244299609668E+00  0.582318671381598E+00  0.903730395940787E-01
     0.262200000000010E+02  0.167543595696975E+01  0.259665192513027E+00  0.582859336208564E+00  0.903336717318316E-01
     0.262300000000010E+02  0.167399813720963E+01  0.259097524523480E+00  0.583396314309951E+00  0.902967198671990E-01
     0.262400000000010E+02  0.167257087655603E+01  0.258540966635658E+00  0.583929548693766E+00  0.902620702551449E-01
     0.262500000000010E+02  0.167115437994596E+01  0.257995182963159E+00  0.584458986974281E+00  0.902296072034761E-01
     0.262600000000010E+02  0.166974883908807E+01  0.257459831232455E+00  0.584984581460739E+00  0.901992132533695E-01
     0.262700000000010E+02  0.166835443222837E+01  0.256934563289161E+00  0.585506289240234E+00  0.901707693658729E-01
     0.262800000000010E+02  0.166697132393008E+01  0.256419025616841E+00  0.586024072254236E+00  0.901441551143009E-01
     0.262900000000010E+02  0.166559966486854E+01  0.255912859868417E+00  0.586537897368283E+00  0.901192488823968E-01
     0.263000000000010E+02  0.166423959164252E+01  0.255415703410183E+00  0.587047736434303E+00  0.900959280681087E-01
     0.263100000000010E+02  0.166289122660264E+01  0.254927189878309E+00  0.587553566345062E+00  0.900740692927581E-01
     0.263200000000010E+02  0.166155467769841E+01  0.254446949747623E+00  0.588055369080204E+00  0.900535486153468E-01
     0.263300000000010E+02  0.166023003834488E+01  0.253974610912348E+00  0.588553131743389E+00  0.900342417516967E-01
     0.263400000000010E+02  0.165891738731017E+01  0.253509799278384E+00  0.589046846589988E+00  0.900160242980636E-01
     0.263500000000010E+02  0.165761678862513E+01  0.253052139366538E+00  0.589536511044868E+00  0.899987719588225E-01
     0.263600000000010E+02  0.165632829151626E+01  0.252601254926081E+00  0.590022127709779E+00  0.899823607777721E-01
     0.263700000000010E+02  0.165505193036327E+01  0.252156769557777E+00  0.590503704359868E+00  0.899666673725475E-01
     0.263800000000010E+02  0.165378772468237E+01  0.251718307345507E+00  0.590981253928925E+00  0.899515691716029E-01
     0.263900000000010E+02  0.165253567913648E+01  0.251285493495405E+00  0.591454794482923E+00  0.899369446531571E-01
     0.264000000000010E+02  0.165129578357346E+01  0.250857954981332E+00  0.591924349181511E+00  0.899226735854642E-01
     0.264100000000010E+02  0.165006801309362E+01  0.250435321195392E+00  0.592389946227120E+00  0.899086372677250E-01
     0.264200000000010E+02  0.164885232814713E+01  0.250017224602052E+00  0.592851618801417E+00  0.898947187709205E-01
     0.264300000000010E+02  0.164764867466276E+01  0.249603301394323E+00  0.593309404988861E+00  0.898808031777967E-01
     0.264400000000010E+02  0.164645698420828E+01  0.249193192150335E+00  0.593763347687190E+00  0.898667778212191E-01
     0.264500000000010E+02  0.164527717418365E+01  0.248786542488558E+00  0.594213494504703E+00  0.898525325200719E-01
     0.264600000000010E+02  0.164410914804734E+01  0.248383003719770E+00  0.594659897644292E+00  0.898379598118549E-01
     0.264700000000010E+02  0.164295279557643E+01  0.247982233493838E+00  0.595102613774204E+00  0.898229551811142E-01
     0.264800000000010E+02  0.164180799316075E+01  0.247583896439257E+00  0.595541703885611E+00  0.898074172828301E-01
     0.264900000000010E+02  0.164067460413131E+01  0.247187664793332E+00  0.595977233137097E+00  0.897912481598695E-01
     0.265000000000010E+02  0.163955247912303E+01  0.246793219020847E+00  0.596409270686291E+00  0.897743534536174E-01
     0.265100000000010E+02  0.163844145647167E+01  0.246400248418972E+00  0.596837889508881E+00  0.897566426068919E-01
     0.265200000000010E+02  0.163734136264472E+01  0.246008451706194E+00  0.597263166205375E+00  0.897380290582726E-01
     0.265300000000010E+02  0.163625201270570E+01  0.245617537592972E+00  0.597685180795998E+00  0.897184304269682E-01
     0.265400000000010E+02  0.163517321081132E+01  0.245227225331855E+00  0.598104016504210E+00  0.896977686873868E-01
     0.265500000000010E+02  0.163410475074062E+01  0.244837245244807E+00  0.598519759529393E+00  0.896759703325903E-01
     0.265600000000010E+02  0.163304641645518E+01  0.244447339225495E+00  0.598932498809306E+00  0.896529665258477E-01
     0.265700000000010E+02  0.163199798268910E+01  0.244057261214366E+00  0.599342325773002E+00  0.896286932395507E-01
     0.265800000000010E+02  0.163095921556750E+01  0.243666777644367E+00  0.599749334084921E+00  0.896030913807848E-01
     0.265900000000010E+02  0.162992987325195E+01  0.243275667855284E+00  0.600153619380966E+00  0.895761069029143E-01
     0.266000000000010E+02  0.162890970661120E+01  0.242883724474718E+00  0.600555278997404E+00  0.895476909025864E-01
     0.266100000000010E+02  0.162789845991523E+01  0.242490753763859E+00  0.600954411693474E+00  0.895177997016195E-01
     0.266200000000010E+02  0.162689587155074E+01  0.242096575926332E+00  0.601351117368660E+00  0.894863949133120E-01
     0.266300000000010E+02  0.162590167475579E+01  0.241701025378524E+00  0.601745496775573E+00  0.894534434927690E-01
     0.266400000000010E+02  0.162491559837146E+01  0.241303950979951E+00  0.602137651229474E+00  0.894189177709184E-01
     0.266500000000010E+02  0.162393736760794E+01  0.240905216222382E+00  0.602527682315451E+00  0.893827954719606E-01
     0.266600000000010E+02  0.162296670482266E+01  0.240504699376625E+00  0.602915691594301E+00  0.893450597140758E-01
     0.266700000000010E+02  0.162200333030780E+01  0.240102293596045E+00  0.603301780308193E+00  0.893056989932854E-01
     0.266800000000010E+02  0.162104696308449E+01  0.239697906976076E+00  0.603686049087153E+00  0.892647071504398E-01
     0.266900000000010E+02  0.162009732170102E+01  0.239291462569197E+00  0.604068597657467E+00  0.892220833213960E-01
     0.267000000000010E+02  0.161915412503213E+01  0.238882898355042E+00  0.604449524553034E+00  0.891778318705087E-01
     0.267100000000010E+02  0.161821709307678E+01  0.238472167165488E+00  0.604828926830738E+00  0.891319623076428E-01
     0.267200000000010E+02  0.161728594775137E+01  0.238059236564826E+00  0.605206899790843E+00  0.890844891889970E-01
     0.267300000000010E+02  0.161636041367574E+01  0.237644088685275E+00  0.605583536703424E+00  0.890354320020866E-01
     0.267400000000010E+02  0.161544021894913E+01  0.237226720018323E+00  0.605958928541793E+00  0.889848150353086E-01
     0.267500000000010E+02  0.161452509591333E+01  0.236807141162595E+00  0.606333163723852E+00  0.889326672325844E-01
     0.267600000000010E+02  0.161361478190041E+01  0.236385376529095E+00  0.606706327862252E+00  0.888790220336212E-01
     0.267700000000010E+02  0.161270901996235E+01  0.235961464004924E+00  0.607078503524209E+00  0.888239172004101E-01
     0.267800000000010E+02  0.161180755958024E+01  0.235535454576683E+00  0.607449770001746E+00  0.887673946306121E-01
     0.267900000000011E+02  0.161091015735034E+01  0.235107411915000E+00  0.607820203093119E+00  0.887095001585460E-01
     0.268000000000011E+02  0.161001657764510E+01  0.234677411921735E+00  0.608189874896075E+00  0.886502833445213E-01
     0.268100000000011E+02  0.160912659324671E+01  0.234245542241589E+00  0.608558853613570E+00  0.885897972533070E-01
     0.268200000000011E+02  0.160823998595129E+01  0.233811901739977E+00  0.608927203372510E+00  0.885280982225529E-01
     0.268300000000011E+02  0.160735654714187E+01  0.233376599949106E+00  0.609294984055978E+00  0.884652456219961E-01
     0.268400000000011E+02  0.160647607832846E+01  0.232939756484371E+00  0.609662251149399E+00  0.884013016043294E-01
     0.268500000000011E+02  0.160559839165365E+01  0.232501500433200E+00  0.610029055600986E+00  0.883363308485877E-01
     0.268600000000011E+02  0.160472331036242E+01  0.232061969718611E+00  0.610395443696782E+00  0.882704002969517E-01
     0.268700000000011E+02  0.160385066923494E+01  0.231621310439760E+00  0.610761456950510E+00  0.882035788858416E-01
     0.268800000000011E+02  0.160298031498137E+01  0.231179676191842E+00  0.611127132008439E+00  0.881359372721941E-01
     0.268900000000011E+02  0.160211210659780E+01  0.230737227367699E+00  0.611492500569342E+00  0.880675475557916E-01
     0.269000000000011E+02  0.160124591568265E+01  0.230294130443520E+00  0.611857589319643E+00  0.879984829985118E-01
     0.269100000000011E+02  0.160038162671306E+01  0.229850557251035E+00  0.612222419883729E+00  0.879288177413465E-01
     0.269200000000011E+02  0.159951913728088E+01  0.229406684238545E+00  0.612587008789397E+00  0.878586265200191E-01
     0.269300000000011E+02  0.159865835828811E+01  0.228962691723159E+00  0.612951367448332E+00  0.877879843800049E-01
     0.269400000000011E+02  0.159779921410176E+01  0.228518763136517E+00  0.613315502151487E+00  0.877169663917381E-01
     0.269500000000011E+02  0.159694164266818E+01  0.228075084266272E+00  0.613679414079183E+00  0.876456473667578E-01
     0.269600000000011E+02  0.159608559558720E+01  0.227631842495511E+00  0.614043099325706E+00  0.875741015755116E-01
     0.269700000000011E+02  0.159523103814638E+01  0.227189226042254E+00  0.614406548938169E+00  0.875024024675143E-01
     0.269800000000011E+02  0.159437794931586E+01  0.226747423201070E+00  0.614769748969351E+00  0.874306223945106E-01
     0.269900000000011E+02  0.159352632170443E+01  0.226306621588779E+00  0.615132680544215E+00  0.873588323372741E-01
     0.270000000000011E+02  0.159267616147749E+01  0.225867007396124E+00  0.615495319939785E+00  0.872871016366276E-01
     0.270100000000011E+02  0.159182748823758E+01  0.225428764647199E+00  0.615857638678048E+00  0.872154977292443E-01
     0.270200000000011E+02  0.159098033486857E+01  0.224992074468323E+00  0.616219603631514E+00  0.871440858887522E-01
     0.270300000000011E+02  0.159013474734403E+01  0.224557114367955E+00  0.616581177141095E+00  0.870729289726323E-01
     0.270400000000011E+02  0.158929078450110E+01  0.224124057529173E+00  0.616942317145909E+00  0.870020871753789E-01
     0.270500000000011E+02  0.158844851778059E+01  0.223693072116085E+00  0.617302977324662E+00  0.869316177883413E-01
     0.270600000000011E+02  0.158760803093448E+01  0.223264320595534E+00  0.617663107248215E+00  0.868615749666681E-01
     0.270700000000011E+02  0.158676941970176E+01  0.222837959075275E+00  0.618022652542969E+00  0.867920095037174E-01
     0.270800000000011E+02  0.158593279145377E+01  0.222414136659790E+00  0.618381555064711E+00  0.867229686133048E-01
     0.270900000000011E+02  0.158509826480996E+01  0.221992994824791E+00  0.618739753082529E+00  0.866544957201192E-01
     0.271000000000011E+02  0.158426596922526E+01  0.221574666811384E+00  0.619097181472478E+00  0.865866302586259E-01
     0.271100000000011E+02  0.158343604455003E+01  0.221159277040806E+00  0.619453771920602E+00  0.865194074807685E-01
     0.271200000000011E+02  0.158260864056358E+01  0.220746940550593E+00  0.619809453134997E+00  0.864528582727588E-01
     0.271300000000011E+02  0.158178391648239E+01  0.220337762452946E+00  0.620164151066581E+00  0.863870089812377E-01
     0.271400000000011E+02  0.158096204044389E+01  0.219931837416068E+00  0.620517789138211E+00  0.863218812490944E-01
     0.271500000000011E+02  0.158014318896682E+01  0.219529249169143E+00  0.620870288481872E+00  0.862574918612117E-01
     0.271600000000011E+02  0.157932754638912E+01  0.219130070031652E+00  0.621221568183579E+00  0.861938526004159E-01
     0.271700000000011E+02  0.157851530428416E+01  0.218734360467654E+00  0.621571545535708E+00  0.861309701139069E-01
     0.271800000000011E+02  0.157770666085632E+01  0.218342168665666E+00  0.621920136296437E+00  0.860688457904511E-01
     0.271900000000011E+02  0.157690182031663E+01  0.217953530144766E+00  0.622267254955996E+00  0.860074756486235E-01
     0.272000000000011E+02  0.157610099223939E+01  0.217568467387531E+00  0.622612815009405E+00  0.859468502363950E-01
     0.272100000000011E+02  0.157530439090056E+01  0.217186989500431E+00  0.622956729235403E+00  0.858869545423701E-01
     0.272200000000011E+02  0.157451223459869E+01  0.216809091902338E+00  0.623298909981234E+00  0.858277679189914E-01
     0.272300000000011E+02  0.157372474495911E+01  0.216434756041772E+00  0.623639269452976E+00  0.857692640180417E-01
     0.272400000000011E+02  0.157294214622237E+01  0.216063949143595E+00  0.623977720011045E+00  0.857114107387795E-01
     0.272500000000011E+02  0.157216466451736E+01  0.215696623985850E+00  0.624314174470542E+00  0.856541701890680E-01
     0.272600000000011E+02  0.157139252712030E+01  0.215332718707487E+00  0.624648546406042E+00  0.855974986598593E-01
     0.272700000000011E+02  0.157062596170009E+01  0.214972156647758E+00  0.624980750460431E+00  0.855413466134133E-01
     0.272800000000011E+02  0.156986519555104E+01  0.214614846218105E+00  0.625310702657344E+00  0.854856586856397E-01
     0.272900000000011E+02  0.156911045481373E+01  0.214260680807376E+00  0.625638320716762E+00  0.854303737029590E-01
     0.273000000000011E+02  0.156836196368511E+01  0.213909538721293E+00  0.625963524373244E+00  0.853754247140868E-01
     0.273100000000011E+02  0.156761994361864E+01  0.213561283157089E+00  0.626286235696267E+00  0.853207390371499E-01
     0.273200000000011E+02  0.156688461251559E+01  0.213215762214268E+00  0.626606379412096E+00  0.852662383225387E-01
     0.273300000000011E+02  0.156615618390866E+01  0.212872808942516E+00  0.626923883226538E+00  0.852118386319038E-01
     0.273400000000011E+02  0.156543486613916E+01  0.212532241427762E+00  0.627238678147923E+00  0.851574505336934E-01
     0.273500000000011E+02  0.156472086152901E+01  0.212193862917439E+00  0.627550698809579E+00  0.851029792156151E-01
     0.273600000000011E+02  0.156401436554897E+01  0.211857461985988E+00  0.627859883791001E+00  0.850483246143903E-01
     0.273700000000011E+02  0.156331556598483E+01  0.211522812741674E+00  0.628166175936910E+00  0.849933815631474E-01
     0.273800000000011E+02  0.156262464210299E+01  0.211189675075730E+00  0.628469522673274E+00  0.849380399567641E-01
     0.273900000000011E+02  0.156194176381748E+01  0.210857794954869E+00  0.628769876319362E+00  0.848821849354424E-01
     0.274000000000011E+02  0.156126709086020E+01  0.210526904758132E+00  0.629067194394811E+00  0.848256970867518E-01
     0.274100000000011E+02  0.156060077195664E+01  0.210196723659001E+00  0.629361439920643E+00  0.847684526663212E-01
     0.274200000000011E+02  0.155994294400917E+01  0.209866958053644E+00  0.629652581713110E+00  0.847103238373169E-01
     0.274300000000011E+02  0.155929373129052E+01  0.209537302036059E+00  0.629940594669195E+00  0.846511789287641E-01
     0.274400000000011E+02  0.155865324464982E+01  0.209207437920784E+00  0.630225460042531E+00  0.845908827127021E-01
     0.274500000000011E+02  0.155802158073412E+01  0.208877036813741E+00  0.630507165708494E+00  0.845292967000918E-01
     0.274600000000011E+02  0.155739882122805E+01  0.208545759231571E+00  0.630785706417123E+00  0.844662794552860E-01
     0.274700000000011E+02  0.155678503211493E+01  0.208213255769753E+00  0.631061084032550E+00  0.844016869288008E-01
     0.274800000000011E+02  0.155618026296218E+01  0.207879167819508E+00  0.631333307757546E+00  0.843353728080058E-01
     0.274900000000011E+02  0.155558454623464E+01  0.207543128333363E+00  0.631602394341795E+00  0.842671888852549E-01
     0.275000000000011E+02  0.155499789663897E+01  0.207204762638984E+00  0.631868368272476E+00  0.841969854428544E-01
     0.275100000000011E+02  0.155442031050275E+01  0.206863689300642E+00  0.632131261945768E+00  0.841246116541530E-01
