# O1 atom, pseudo: NC1, lun set 17 14:14:35 CEST 2007
70	-31.84861934
50	-31.68338545
42	-31.49112375
35	-31.24442446
25	-30.51536603
18	-29.74045146
15	-29.30784675
13	-28.71373850
