# O1 atom, pseudo: PAW3, mer set 19 00:22:11 CEST 2007
70	-31.86784316
50	-31.86765897
42	-31.86722856
35	-31.86670643
25	-31.86460209
18	#
15	-31.65642281
13	-31.29779633
