# O1 atom, pseudo: PAW1, mer set 19 00:21:24 CEST 2007
70	-31.86787437
50	-31.86766892
42	-31.86721915
35	-31.86668989
25	-31.86487020
18	#
15	-31.66782980
13	-31.30043279
