#        Frequency (eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.246000000000001E+02  0.109910833067175E+01  0.337739193280422E+00  0.831330918060193E+00  0.255455286598656E+00
     0.247000000000001E+02  0.108711514753713E+01  0.334716490842652E+00  0.840214390424615E+00  0.258697170171498E+00
     0.248000000000001E+02  0.107578218083481E+01  0.333345217462847E+00  0.848123498766743E+00  0.262802189112633E+00
     0.249000000000001E+02  0.106537985322303E+01  0.333392484011138E+00  0.854913228182299E+00  0.267530537484278E+00
     0.250000000000001E+02  0.105612207660442E+01  0.334575138383141E+00  0.860500697817401E+00  0.272603088628439E+00
     0.251000000000001E+02  0.104815214143531E+01  0.336567552240938E+00  0.864882909136344E+00  0.277718770201078E+00
     0.252000000000001E+02  0.104152698674790E+01  0.339016664791220E+00  0.868148406062735E+00  0.282581998269854E+00
     0.253000000000001E+02  0.103620445622356E+01  0.341566308796081E+00  0.870476799653862E+00  0.286937144078685E+00
     0.254000000000001E+02  0.103203946007240E+01  0.343889898353880E+00  0.872122161331821E+00  0.290603230802363E+00
     0.255000000000001E+02  0.102879430832719E+01  0.345726772647770E+00  0.873380797906442E+00  0.293499995196997E+00
     0.256000000000001E+02  0.102616529627510E+01  0.346914348923626E+00  0.874549256202353E+00  0.295657714130829E+00
     0.257000000000001E+02  0.102382262559794E+01  0.347407556991870E+00  0.875881974043141E+00  0.297207747912224E+00
     0.258000000000001E+02  0.102145600683555E+01  0.347279754358272E+00  0.877557919044534E+00  0.298356558208589E+00
     0.259000000000001E+02  0.101881617234766E+01  0.346704579625833E+00  0.879662032102210E+00  0.299350229541439E+00
     0.260000000000001E+02  0.101574410877867E+01  0.345923580606741E+00  0.882182385377133E+00  0.300437567749997E+00
     0.261000000000001E+02  0.101218411744935E+01  0.345207520258773E+00  0.885020078563525E+00  0.301837957574381E+00
     0.262000000000001E+02  0.100818154743592E+01  0.344819077645214E+00  0.888007314324892E+00  0.303716988122295E+00
     0.263000000000001E+02  0.100386917850050E+01  0.344982077841253E+00  0.890929627566436E+00  0.306170127254334E+00
     0.264000000000001E+02  0.999447012676568E+00  0.345859148065295E+00  0.893549845739998E+00  0.309213379480600E+00
     0.265000000000001E+02  0.995159184466892E+00  0.347537287017647E+00  0.895632902233849E+00  0.312779938993216E+00
     0.266000000000001E+02  0.991269914770013E+00  0.350019886753286E+00  0.896971348274253E+00  0.316722827018046E+00
     0.267000000000001E+02  0.988038921292223E+00  0.353224128956378E+00  0.897411003624928E+00  0.320824628706638E+00
     0.268000000000001E+02  0.985696085710686E+00  0.356983832596255E+00  0.896874782146349E+00  0.324815936403656E+00
     0.269000000000001E+02  0.984415692004134E+00  0.361059048269633E+00  0.895380903333742E+00  0.328403315207542E+00
     0.270000000000001E+02  0.984292047374306E+00  0.365154249288257E+00  0.893050457194681E+00  0.331305297186302E+00
     0.271000000000001E+02  0.985320229532827E+00  0.368946240578314E+00  0.890099773969165E+00  0.333291609674182E+00
     0.272000000000001E+02  0.987387111033849E+00  0.372120635081047E+00  0.886815913076387E+00  0.334217954727435E+00
     0.273000000000001E+02  0.990277549878170E+00  0.374412390285142E+00  0.883518270157172E+00  0.334047951941188E+00
     0.274000000000001E+02  0.993697978317483E+00  0.375642785543982E+00  0.880513923454895E+00  0.332856370983962E+00
     0.275000000000001E+02  0.997314977050239E+00  0.375744133400612E+00  0.878056610618575E+00  0.330812860355686E+00
     0.276000000000001E+02  0.100080154841746E+01  0.374765640984502E+00  0.876317934920179E+00  0.328150823813061E+00
     0.277000000000001E+02  0.100388102179102E+01  0.372858755168933E+00  0.875375269393823E+00  0.325129498582946E+00
     0.278000000000001E+02  0.100635927254780E+01  0.370245992510914E+00  0.875215966528216E+00  0.321997534109517E+00
     0.279000000000001E+02  0.100813977589560E+01  0.367181197429168E+00  0.875753944223880E+00  0.318964085716962E+00
     0.280000000000001E+02  0.100922098387042E+01  0.363910016328938E+00  0.876853392845303E+00  0.316180239618748E+00
     0.281000000000001E+02  0.100967946974664E+01  0.360637488573953E+00  0.878354852822764E+00  0.313730939065476E+00
     0.282000000000001E+02  0.100964412857933E+01  0.357506546990093E+00  0.880100240191615E+00  0.311636138882706E+00
     0.283000000000001E+02  0.100926665708239E+01  0.354588414585515E+00  0.881954628852641E+00  0.309859531558552E+00
     0.284000000000002E+02  0.100869250448237E+01  0.351884148665851E+00  0.883823279971918E+00  0.308323300770015E+00
     0.285000000000002E+02  0.100803542473759E+01  0.349335842589573E+00  0.885662585322513E+00  0.306927393523139E+00
     0.286000000000002E+02  0.100735813180274E+01  0.346845692526357E+00  0.887483639751569E+00  0.305571442685015E+00
     0.287000000000002E+02  0.100666126628813E+01  0.344300698178450E+00  0.889347542415320E+00  0.304176777264858E+00
     0.288000000000002E+02  0.100588245785972E+01  0.341599953228648E+00  0.891352529396498E+00  0.302705330998570E+00
     0.289000000000002E+02  0.100490622198891E+01  0.338680538005478E+00  0.893614552509941E+00  0.301172239549466E+00
     0.290000000000002E+02  0.100358361980283E+01  0.335537572898737E+00  0.896244418750129E+00  0.299649845869884E+00
     0.291000000000002E+02  0.100175846164005E+01  0.332234650063716E+00  0.899325407311699E+00  0.298262578688325E+00
     0.292000000000002E+02  0.999295214019091E+00  0.328902791828394E+00  0.902894951780131E+00  0.297174114518050E+00
     0.293000000000002E+02  0.996103495041361E+00  0.325728737131052E+00  0.906932625035884E+00  0.296569603546689E+00
     0.294000000000002E+02  0.992155340976614E+00  0.322935701042554E+00  0.911354900199174E+00  0.296636042199489E+00
     0.295000000000002E+02  0.987493743696884E+00  0.320760863322398E+00  0.916015730655131E+00  0.297543147445021E+00
     0.296000000000002E+02  0.982233290713668E+00  0.319433423819646E+00  0.920711401249788E+00  0.299425806508058E+00
     0.297000000000002E+02  0.976555206809932E+00  0.319155528996070E+00  0.925188444923185E+00  0.302367961894428E+00
     0.298000000000002E+02  0.970699335085834E+00  0.320086510377917E+00  0.929154448725489E+00  0.306387152380567E+00
     0.299000000000002E+02  0.964954767407048E+00  0.322329405268747E+00  0.932292866985320E+00  0.311419162329410E+00
     0.300000000000002E+02  0.959649380933340E+00  0.325918078704324E+00  0.934284010696070E+00  0.317303439964794E+00
     0.301000000000002E+02  0.955136937382569E+00  0.330803583181873E+00  0.934834592521076E+00  0.323772038107739E+00
     0.302000000000002E+02  0.951779095086343E+00  0.336839685332972E+00  0.933716884026170E+00  0.330447372745591E+00
     0.303000000000002E+02  0.949919153758801E+00  0.343769679788540E+00  0.930815112378960E+00  0.336856049126575E+00
     0.304000000000003E+02  0.949845226557324E+00  0.351219412508402E+00  0.926171333197907E+00  0.342465638014406E+00
     0.305000000000003E+02  0.951743496322956E+00  0.358704044032647E+00  0.920017365410825E+00  0.346746734627689E+00
     0.306000000000003E+02  0.955647500812655E+00  0.365656909462053E+00  0.912776993106137E+00  0.349253478969425E+00
     0.307000000000003E+02  0.961395894965172E+00  0.371485768842061E+00  0.905027400655954E+00  0.349704842215900E+00
     0.308000000000003E+02  0.968615695789860E+00  0.375653480640050E+00  0.897421536893843E+00  0.348042598732214E+00
     0.309000000000003E+02  0.976746188389711E+00  0.377768296560180E+00  0.890588840615802E+00  0.344445909545442E+00
     0.310000000000003E+02  0.985107832918219E+00  0.377659231752392E+00  0.885041550138806E+00  0.339296979198942E+00
     0.311000000000003E+02  0.993003617755945E+00  0.375411564567018E+00  0.881111272824579E+00  0.333109925859312E+00
     0.312000000000003E+02  0.999826121872966E+00  0.371349512294180E+00  0.878927272345569E+00  0.326445975742421E+00
     0.313000000000003E+02  0.100514097988406E+01  0.365972243347205E+00  0.878432324168398E+00  0.319837569792141E+00
     0.314000000000003E+02  0.100872816635246E+01  0.359864945534121E+00  0.879422083038919E+00  0.313734850052482E+00
     0.315000000000003E+02  0.101057951207896E+01  0.353610762815303E+00  0.881592388150308E+00  0.308477020501516E+00
     0.316000000000003E+02  0.101086443647260E+01  0.347722318693670E+00  0.884583336362573E+00  0.304283500041912E+00
     0.317000000000003E+02  0.100988073221530E+01  0.342599738869029E+00  0.888015150248016E+00  0.301257117678973E+00
     0.318000000000003E+02  0.100800435342633E+01  0.338512305720256E+00  0.891515893396389E+00  0.299392656027771E+00
     0.319000000000003E+02  0.100564578266656E+01  0.335596229847793E+00  0.894743832783434E+00  0.298586900215982E+00
     0.320000000000003E+02  0.100321454853897E+01  0.333861058568505E+00  0.897407802333205E+00  0.298649495554998E+00
     0.321000000000003E+02  0.100108976082264E+01  0.333199962617006E+00  0.899287756939223E+00  0.299316463638435E+00
     0.322000000000003E+02  0.999593445957508E+00  0.333402641600110E+00  0.900255330867199E+00  0.300269581237795E+00
     0.323000000000003E+02  0.998964587661903E+00  0.334172555043630E+00  0.900291274026656E+00  0.301164464727548E+00
     0.324000000000003E+02  0.999334453463256E+00  0.335151724176779E+00  0.899494172967170E+00  0.301667796914396E+00
     0.325000000000003E+02  0.100070710803100E+01  0.335955770087859E+00  0.898074284722783E+00  0.301500044817109E+00
     0.326000000000003E+02  0.100295160532956E+01  0.336218850744445E+00  0.896328780928419E+00  0.300475746797273E+00
     0.327000000000003E+02  0.100581251664381E+01  0.335643366514557E+00  0.894600053267396E+00  0.298531355092596E+00
     0.328000000000003E+02  0.100894201057589E+01  0.334044695934418E+00  0.893224871728489E+00  0.295732586759166E+00
     0.329000000000003E+02  0.101195021174534E+01  0.331379570107305E+00  0.892485927346238E+00  0.292259045453160E+00
     0.330000000000003E+02  0.101446378405180E+01  0.327749856476929E+00  0.892576455283507E+00  0.288370871107331E+00
     0.331000000000003E+02  0.101617926119535E+01  0.323380718231391E+00  0.893583705350149E+00  0.284366894179753E+00
     0.332000000000003E+02  0.101689962020324E+01  0.318579933919066E+00  0.895490762922417E+00  0.280544296023968E+00
     0.333000000000003E+02  0.101654882536540E+01  0.313689765671841E+00  0.898191616056089E+00  0.277166733696013E+00
     0.334000000000003E+02  0.101516614172909E+01  0.309042467496761E+00  0.901512831880145E+00  0.274443501011269E+00
     0.335000000000003E+02  0.101288670847448E+01  0.304926521869157E+00  0.905236307389351E+00  0.272518689772963E+00
     0.336000000000003E+02  0.100991597255038E+01  0.301565663255680E+00  0.909119919007400E+00  0.271467487202992E+00
     0.337000000000003E+02  0.100650392418313E+01  0.299108940026856E+00  0.912915226221624E+00  0.271296613047128E+00
     0.338000000000003E+02  0.100292229198225E+01  0.297628360564374E+00  0.916382965788418E+00  0.271946851652544E+00
     0.339000000000003E+02  0.999445319239702E+00  0.297120790246042E+00  0.919307695290330E+00  0.273297021503606E+00
     0.340000000000003E+02  0.996333145233652E+00  0.297511960492368E+00  0.921512672006699E+00  0.275170050277690E+00
     0.341000000000003E+02  0.993816295975448E+00  0.298661998044011E+00  0.922875057166561E+00  0.277342713773689E+00
     0.342000000000003E+02  0.992080217307664E+00  0.300373257830550E+00  0.923340085645731E+00  0.279560729840596E+00
     0.343000000000003E+02  0.991249925964333E+00  0.302402067263699E+00  0.922931383021270E+00  0.281560029269771E+00
     0.344000000000003E+02  0.991376377366017E+00  0.304475958128224E+00  0.921753796131856E+00  0.283093158807391E+00
     0.345000000000003E+02  0.992427545484409E+00  0.306316885615159E+00  0.919985608642188E+00  0.283957380800519E+00
     0.346000000000003E+02  0.994287806469494E+00  0.307668918902568E+00  0.917859139239568E+00  0.284019101146791E+00
     0.347000000000004E+02  0.996768394717629E+00  0.308326524692010E+00  0.915631975905286E+00  0.283228909066415E+00
     0.348000000000004E+02  0.999629307926098E+00  0.308157890721979E+00  0.913554196055636E+00  0.281623329652846E+00
     0.349000000000004E+02  0.100260973712824E+01  0.307117798263103E+00  0.911838389273707E+00  0.279312865330467E+00
     0.350000000000004E+02  0.100546124381314E+01  0.305246732559954E+00  0.910638397531800E+00  0.276459582207301E+00
     0.351000000000004E+02  0.100797685864009E+01  0.302656515232340E+00  0.910039899225208E+00  0.273249829359660E+00
     0.352000000000004E+02  0.101001055230184E+01  0.299506252742122E+00  0.910062639692736E+00  0.269867924007112E+00
     0.353000000000004E+02  0.101148447297269E+01  0.295974398760664E+00  0.910671594126303E+00  0.266475150871867E+00
     0.354000000000004E+02  0.101238459152430E+01  0.292232684108639E+00  0.911793275337239E+00  0.263196218546570E+00
     0.355000000000004E+02  0.101274772562815E+01  0.288426054725197E+00  0.913333605119084E+00  0.260113354694575E+00
     0.356000000000004E+02  0.101264383447219E+01  0.284660574485801E+00  0.915194659293201E+00  0.257266996166060E+00
     0.357000000000004E+02  0.101215722329830E+01  0.280999366873574E+00  0.917288587647109E+00  0.254661535220035E+00
     0.358000000000004E+02  0.101136944928213E+01  0.277465481032560E+00  0.919547771097598E+00  0.252274542029240E+00
     0.359000000000004E+02  0.101034579221722E+01  0.274050020681201E+00  0.921930757641362E+00  0.250067991715782E+00
     0.360000000000004E+02  0.100912639610505E+01  0.270723704120660E+00  0.924423836711255E+00  0.248000098122348E+00
     0.361000000000004E+02  0.100772260127863E+01  0.267449986964033E+00  0.927038426752676E+00  0.246036374331162E+00
     0.362000000000004E+02  0.100611844972631E+01  0.264197880015637E+00  0.929804851642844E+00  0.244158598521990E+00
     0.363000000000004E+02  0.100427676176539E+01  0.260952687378229E+00  0.932763535753743E+00  0.242370590070688E+00
     0.364000000000004E+02  0.100214857098927E+01  0.257723194271656E+00  0.935955021039881E+00  0.240700156343960E+00
     0.365000000000004E+02  0.999684209911761E+00  0.254544417650858E+00  0.939410345650725E+00  0.239197195472319E+00
     0.366000000000004E+02  0.996844145156085E+00  0.251475827436312E+00  0.943143139008070E+00  0.237928569300869E+00
     0.367000000000004E+02  0.993607874647269E+00  0.248595752706223E+00  0.947144329729208E+00  0.236970804658780E+00
     0.368000000000004E+02  0.989979769546457E+00  0.245993267455770E+00  0.951379787767883E+00  0.236401823333842E+00
     0.369000000000004E+02  0.985991477281047E+00  0.243759049063442E+00  0.955790720125640E+00  0.236292749389637E+00
     0.370000000000004E+02  0.981701157959555E+00  0.241976518642014E+00  0.960296345332906E+00  0.236700511784340E+00
     0.371000000000004E+02  0.977190227001354E+00  0.240714143772349E+00  0.964798319984838E+00  0.237661608856664E+00
     0.372000000000004E+02  0.972558369142911E+00  0.240019306882692E+00  0.969186521679527E+00  0.239187163006547E+00
     0.373000000000004E+02  0.967917437334094E+00  0.239913784459411E+00  0.973345992855720E+00  0.241259338583251E+00
     0.374000000000004E+02  0.963384584262163E+00  0.240390732707216E+00  0.977164993422256E+00  0.243829320690786E+00
     0.375000000000004E+02  0.959074734370308E+00  0.241413139022833E+00  0.980544090620660E+00  0.246817290023224E+00
     0.376000000000004E+02  0.955092404177922E+00  0.242913914076765E+00  0.983405969811095E+00  0.250115059242758E+00
     0.377000000000004E+02  0.951522988144650E+00  0.244798059085321E+00  0.985705187164844E+00  0.253592104084410E+00
     0.378000000000004E+02  0.948423958054290E+00  0.246947510203905E+00  0.987436511132844E+00  0.257105470436385E+00
     0.379000000000004E+02  0.945816910982516E+00  0.249229192063916E+00  0.988640032667149E+00  0.260513376027205E+00
     0.380000000000004E+02  0.943681886112942E+00  0.251506395458713E+00  0.989401154604612E+00  0.263691315600300E+00
     0.381000000000004E+02  0.941955615333952E+00  0.253652823833880E+00  0.989844139908903E+00  0.266548399049882E+00
     0.382000000000004E+02  0.940535130980683E+00  0.255567693924151E+00  0.990119129865211E+00  0.269040947429572E+00
     0.383000000000004E+02  0.939287307542959E+00  0.257189467840208E+00  0.990384128040194E+00  0.271180462891964E+00
     0.384000000000004E+02  0.938063603103650E+00  0.258505541566115E+00  0.990784809964015E+00  0.273034113068480E+00
     0.385000000000004E+02  0.936717911251250E+00  0.259555774069230E+00  0.991435593505848E+00  0.274717532163399E+00
     0.386000000000004E+02  0.935124573694623E+00  0.260429026056610E+00  0.992404950988301E+00  0.276381417096672E+00
     0.387000000000004E+02  0.933193610330102E+00  0.261253443108845E+00  0.993706695310921E+00  0.278194463310199E+00
     0.388000000000004E+02  0.930881083553626E+00  0.262182472655610E+00  0.995297493047176E+00  0.280325341620293E+00
     0.389000000000004E+02  0.928193835434030E+00  0.263379121089116E+00  0.997079722803877E+00  0.282925797417160E+00
     0.390000000000004E+02  0.925189078682654E+00  0.265000673570906E+00  0.998908324963865E+00  0.286115978939055E+00
     0.391000000000004E+02  0.921970073248784E+00  0.267185287405443E+00  0.100060046602170E+01  0.289972235378499E+00
     0.392000000000004E+02  0.918679248587796E+00  0.270040943822929E+00  0.100194741823781E+01  0.294517185293783E+00
     0.393000000000004E+02  0.915489761428168E+00  0.273636553504191E+00  0.100272869542020E+01  0.299711952962202E+00
     0.394000000000004E+02  0.912595865592627E+00  0.277994743481963E+00  0.100272886578503E+01  0.305451037349213E+00
     0.395000000000004E+02  0.910201882816462E+00  0.283086030464904E+00  0.100175732512368E+01  0.311561105302157E+00
     0.396000000000004E+02  0.908509225325522E+00  0.288824618899370E+00  0.999670505280896E+00  0.317805746671689E+00
     0.397000000000004E+02  0.907700999889413E+00  0.295066784740011E+00  0.996394549943988E+00  0.323898438164398E+00
     0.398000000000004E+02  0.907924320808035E+00  0.301613476113764E+00  0.991944758504196E+00  0.329525159606927E+00
     0.399000000000004E+02  0.909271562672814E+00  0.308219058206446E+00  0.986436802214852E+00  0.334376037522954E+00
     0.400000000000004E+02  0.911763176350411E+00  0.314607697512017E+00  0.980084796269725E+00  0.338182358225059E+00
     0.401000000000004E+02  0.915335886641459E+00  0.320497483095913E+00  0.973183446331558E+00  0.340752339869795E+00
     0.402000000000004E+02  0.919840398387546E+00  0.325630134957330E+00  0.966075472787836E+00  0.341997684744359E+00
     0.403000000000004E+02  0.925051560627425E+00  0.329801697856950E+00  0.959109988167072E+00  0.341944293693764E+00
     0.404000000000004E+02  0.930691212325144E+00  0.332888037196949E+00  0.952600472583797E+00  0.340724503843840E+00
     0.405000000000004E+02  0.936460428532987E+00  0.334859246213898E+00  0.946791008204930E+00  0.338553251872331E+00
     0.406000000000004E+02  0.942075006067614E+00  0.335779503168257E+00  0.941836540773637E+00  0.335694508069758E+00
     0.407000000000004E+02  0.947297076548381E+00  0.335792666283008E+00  0.937798615190931E+00  0.332425703855102E+00
     0.408000000000004E+02  0.951957117423374E+00  0.335097435024710E+00  0.934654196668569E+00  0.329006651882014E+00
     0.409000000000004E+02  0.955963615979094E+00  0.333917876248189E+00  0.932313086238447E+00  0.325656751524260E+00
     0.410000000000004E+02  0.959300862188724E+00  0.332475045636282E+00  0.930639221419974E+00  0.322541477661727E+00
     0.411000000000004E+02  0.962017624726447E+00  0.330963838887407E+00  0.929472181448806E+00  0.319767199066465E+00
     0.412000000000004E+02  0.964210335489051E+00  0.329537074686949E+00  0.928646647008707E+00  0.317382513140016E+00
     0.413000000000004E+02  0.966004109057331E+00  0.328297008985609E+00  0.928008771374935E+00  0.315384273315466E+00
     0.414000000000004E+02  0.967534037269158E+00  0.327293420019628E+00  0.927429130296581E+00  0.313726897647276E+00
     0.415000000000004E+02  0.968928279509356E+00  0.326527056669752E+00  0.926812147191705E+00  0.312333997168010E+00
     0.416000000000004E+02  0.970293841408802E+00  0.325957331213458E+00  0.926101818086214E+00  0.311111607816678E+00
     0.417000000000005E+02  0.971705668702458E+00  0.325513335556613E+00  0.925283423747805E+00  0.309962268720301E+00
     0.418000000000005E+02  0.973199662536933E+00  0.325107324879908E+00  0.924380928022861E+00  0.308798926107431E+00
     0.419000000000005E+02  0.974770237837268E+00  0.324649645324134E+00  0.923450047412244E+00  0.307557328619413E+00
     0.420000000000005E+02  0.976372888108156E+00  0.324063739948556E+00  0.922567528215230E+00  0.306205433589840E+00
     0.421000000000005E+02  0.977931766889982E+00  0.323299533334768E+00  0.921817831186486E+00  0.304748536383098E+00
     0.422000000000005E+02  0.979351579779520E+00  0.322343403883359E+00  0.921278957095379E+00  0.303229403094537E+00
     0.423000000000005E+02  0.980532295538537E+00  0.321223276260632E+00  0.921009327034161E+00  0.301723497372438E+00
     0.424000000000005E+02  0.981384614476500E+00  0.320008111576096E+00  0.921037368348459E+00  0.300330191230306E+00
     0.425000000000005E+02  0.981844016237626E+00  0.318802050262470E+00  0.921354841687508E+00  0.299161381738402E+00
     0.426000000000005E+02  0.981881614369863E+00  0.317734361209163E+00  0.921914203283092E+00  0.298329061449832E+00
     0.427000000000005E+02  0.981510826042368E+00  0.316946884355541E+00  0.922629680125943E+00  0.297933140186519E+00
     0.428000000000005E+02  0.980789736808054E+00  0.316580693406621E+00  0.923381412363982E+00  0.298050353540948E+00
     0.429000000000005E+02  0.979819714617436E+00  0.316763320003468E+00  0.924022021980674E+00  0.298724631758605E+00
     0.430000000000005E+02  0.978741130886290E+00  0.317597280634094E+00  0.924385215197915E+00  0.299959020154153E+00
     0.431000000000005E+02  0.977726961134381E+00  0.319150078086089E+00  0.924296362025899E+00  0.301709237692495E+00
     0.432000000000005E+02  0.976974669656946E+00  0.321445503331432E+00  0.923585239320769E+00  0.303879242055674E+00
     0.433000000000005E+02  0.976696302185293E+00  0.324456045026416E+00  0.922101100968821E+00  0.306319657057623E+00
     0.434000000000005E+02  0.977106304897759E+00  0.328096539594391E+00  0.919729815378607E+00  0.308830439712580E+00
     0.435000000000005E+02  0.978406441636964E+00  0.332219807312094E+00  0.916411938807454E+00  0.311169453483709E+00
     0.436000000000005E+02  0.980767465166696E+00  0.336615779009944E+00  0.912159393291646E+00  0.313068342557548E+00
     0.437000000000005E+02  0.984308038994933E+00  0.341016275226479E+00  0.907067256830212E+00  0.314255990045542E+00
     0.438000000000005E+02  0.989072801123463E+00  0.345107784185377E+00  0.901316655956434E+00  0.314487865436379E+00
     0.439000000000005E+02  0.995013151114063E+00  0.348553867391887E+00  0.895165521144566E+00  0.313577166293197E+00
     0.440000000000005E+02  0.100197571704849E+01  0.351026913129935E+00  0.888926308197985E+00  0.311421776653322E+00
     0.441000000000005E+02  0.100970364220949E+01  0.352246023511805E+00  0.882933231233599E+00  0.308020796129739E+00
     0.442000000000005E+02  0.101785406385210E+01  0.352014722705459E+00  0.877504834673621E+00  0.303476335184351E+00
     0.443000000000005E+02  0.102603139913648E+01  0.350250342458972E+00  0.872909362281486E+00  0.297979967603375E+00
     0.444000000000005E+02  0.103383139915276E+01  0.346997695103471E+00  0.869339527176368E+00  0.291787241555784E+00
     0.445000000000005E+02  0.104088732644222E+01  0.342423257042778E+00  0.866900331650013E+00  0.285186328581493E+00
     0.446000000000005E+02  0.104690881188492E+01  0.336791318189263E+00  0.865609891036380E+00  0.278467324880873E+00
     0.447000000000005E+02  0.105170638695113E+01  0.330428205801821E+00  0.865410275449768E+00  0.271897145579104E+00
     0.448000000000005E+02  0.105519916913654E+01  0.323682892449906E+00  0.866184038407474E+00  0.265702403059220E+00
     0.449000000000005E+02  0.105740766578169E+01  0.316891544501882E+00  0.867772319775990E+00  0.260060258298306E+00
     0.450000000000005E+02  0.105843650564496E+01  0.310350774494642E+00  0.869991593902537E+00  0.255095665664853E+00
     0.451000000000005E+02  0.105845258030373E+01  0.304301058571768E+00  0.872647584778230E+00  0.250882834762339E+00
     0.452000000000005E+02  0.105766306916797E+01  0.298919207838006E+00  0.875546100124482E+00  0.247448884530639E+00
     0.453000000000005E+02  0.105629605208404E+01  0.294317457639827E+00  0.878501336178500E+00  0.244778231715549E+00
     0.454000000000005E+02  0.105458468255547E+01  0.290546553310306E+00  0.881342565565446E+00  0.242816958131984E+00
     0.455000000000005E+02  0.105275464573838E+01  0.287600759943364E+00  0.883920120740065E+00  0.241477061614646E+00
     0.456000000000005E+02  0.105101397756734E+01  0.285423588226752E+00  0.886111315065274E+00  0.240641015735733E+00
     0.457000000000005E+02  0.104954421079147E+01  0.283913903392915E+00  0.887826479910826E+00  0.240167378234585E+00
     0.458000000000005E+02  0.104849211557858E+01  0.282932782371840E+00  0.889014720208745E+00  0.239898235400066E+00
     0.459000000000005E+02  0.104796188449224E+01  0.282311886698835E+00  0.889668420211180E+00  0.239668993656087E+00
     0.460000000000005E+02  0.104800832827444E+01  0.281864138249185E+00  0.889825138058826E+00  0.239320422333260E+00
     0.461000000000005E+02  0.104863231102365E+01  0.281397070809649E+00  0.889565512223321E+00  0.238712012591497E+00
     0.462000000000005E+02  0.104978002191176E+01  0.280728419591002E+00  0.889006307235685E+00  0.237734887716965E+00
     0.463000000000005E+02  0.105134752002190E+01  0.279702489428992E+00  0.888288720667725E+00  0.236322017002790E+00
     0.464000000000005E+02  0.105319118545466E+01  0.278204958080660E+00  0.887563291001370E+00  0.234453641064583E+00
     0.465000000000005E+02  0.105514339727296E+01  0.276173435392394E+00  0.886973746781537E+00  0.232156678783775E+00
     0.466000000000005E+02  0.105703134814149E+01  0.273601590249872E+00  0.886642507811795E+00  0.229498207926345E+00
     0.467000000000005E+02  0.105869594339918E+01  0.270535926462878E+00  0.886660126867185E+00  0.226574419572761E+00
     0.468000000000005E+02  0.106000763152186E+01  0.267065922666743E+00  0.887079928002392E+00  0.223497277195046E+00
     0.469000000000005E+02  0.106087682104338E+01  0.263309654828852E+00  0.887917874306152E+00  0.220381239708846E+00
     0.470000000000005E+02  0.106125791287154E+01  0.259397719024700E+00  0.889156710686860E+00  0.217331922627177E+00
     0.471000000000005E+02  0.106114738246758E+01  0.255458135138521E+00  0.890752917625401E+00  0.214437770818074E+00
     0.472000000000005E+02  0.106057733707603E+01  0.251604155989720E+00  0.892644983264899E+00  0.211765026237518E+00
     0.473000000000005E+02  0.105960636668968E+01  0.247925921473151E+00  0.894761793382624E+00  0.209355708966143E+00
     0.474000000000005E+02  0.105830938549692E+01  0.244486035188219E+00  0.897030346766563E+00  0.207228052524068E+00
     0.475000000000005E+02  0.105676774841433E+01  0.241318589210071E+00  0.899382367573840E+00  0.205378792482070E+00
     0.476000000000005E+02  0.105506045646588E+01  0.238430935980796E+00  0.901759626439014E+00  0.203786797660632E+00
     0.477000000000005E+02  0.105325688905659E+01  0.235807510371097E+00  0.904117890680652E+00  0.202417654323946E+00
     0.478000000000005E+02  0.105141127693308E+01  0.233415112188766E+00  0.906429439947459E+00  0.201228894970282E+00
     0.479000000000005E+02  0.104955903637631E+01  0.231209163109882E+00  0.908684066368840E+00  0.200175573964659E+00
     0.480000000000005E+02  0.104771506004713E+01  0.229140492275202E+00  0.910888485523829E+00  0.199215840203112E+00
     0.481000000000005E+02  0.104587403045284E+01  0.227162173502033E+00  0.913064155321835E+00  0.198316080168758E+00
     0.482000000000005E+02  0.104401273304744E+01  0.225235869640751E+00  0.915243642010788E+00  0.197455156547503E+00
     0.483000000000005E+02  0.104209417886117E+01  0.223337096936655E+00  0.917465858419942E+00  0.196627296759234E+00
     0.484000000000005E+02  0.104007312717178E+01  0.221458864840245E+00  0.919770674477857E+00  0.195843315399466E+00
     0.485000000000005E+02  0.103790238949190E+01  0.219613306989734E+00  0.922193502922409E+00  0.195130068984987E+00
     0.486000000000005E+02  0.103553917135372E+01  0.217831182794324E+00  0.924760452539940E+00  0.194528288982881E+00
     0.487000000000005E+02  0.103295072141199E+01  0.216159436130546E+00  0.927484514474959E+00  0.194089152089142E+00
     0.488000000000006E+02  0.103011871528809E+01  0.214657265083644E+00  0.930363041710438E+00  0.193870068667386E+00
     0.489000000000006E+02  0.102704206061097E+01  0.213391312717887E+00  0.933376559328173E+00  0.193930177637182E+00
     0.490000000000006E+02  0.102373809431967E+01  0.212430601479021E+00  0.936488764243267E+00  0.194325943881914E+00
     0.491000000000006E+02  0.102024237736761E+01  0.211841719120260E+00  0.939647476615435E+00  0.195107105163409E+00
     0.492000000000006E+02  0.101660742577579E+01  0.211684573562791E+00  0.942786299847243E+00  0.196313061250470E+00
     0.493000000000006E+02  0.101290073829154E+01  0.212008830945805E+00  0.945826814896806E+00  0.197969682243188E+00
     0.494000000000006E+02  0.100920240955280E+01  0.212850988077301E+00  0.948681245324703E+00  0.200086462860554E+00
