    189  0.137151E-01  0.101645905525E-02  0.128309159729E-02 -0.324338459914E-02 -0.658140405832E-03 -0.659188514476E-03  0.149060015642E-02  0.822675507290E-04  0.823985643095E-04 -0.186325019552E-03
    192  0.139328E-01  0.109049205341E-02  0.138582258499E-02 -0.349085909771E-02 -0.848193779044E-03 -0.878600398474E-03  0.187914260056E-02  0.106024222381E-03  0.109825049809E-03 -0.234892825070E-03
    195  0.141505E-01  0.113687706721E-02  0.145445028969E-02 -0.364493678419E-02 -0.102817241056E-02 -0.108302674359E-02  0.225780560742E-02  0.128521551320E-03  0.135378342949E-03 -0.282225700927E-03
    198  0.143682E-01  0.115749671513E-02  0.149277769232E-02 -0.371891121353E-02 -0.119807484217E-02 -0.126896352112E-02  0.262312941801E-02  0.149759355271E-03  0.158620440140E-03 -0.327891177251E-03
    201  0.145859E-01  0.115567122753E-02  0.150516630415E-02 -0.371602544201E-02 -0.135738086651E-02 -0.143311848572E-02  0.297057771577E-02  0.169672608314E-03  0.179139810715E-03 -0.371322214471E-03
    204  0.148036E-01  0.112372403864E-02  0.148969567882E-02 -0.360293639333E-02 -0.150093308792E-02 -0.157261170501E-02  0.329585845748E-02  0.187616635990E-03  0.196576463127E-03 -0.411982307185E-03
    207  0.150213E-01  0.106203505036E-02  0.144585283545E-02 -0.337612310470E-02 -0.162529046156E-02 -0.168342030034E-02  0.359133631545E-02  0.203161307695E-03  0.210427537543E-03 -0.448917039431E-03
    210  0.152390E-01  0.954150996348E-03  0.137227562757E-02 -0.300316722524E-02 -0.172812112136E-02 -0.176066969376E-02  0.384637112429E-02  0.216015140169E-03  0.220083711720E-03 -0.480796390537E-03
    213  0.154567E-01  0.811248753507E-03  0.128050703731E-02 -0.249804928242E-02 -0.180296267643E-02 -0.180124453589E-02  0.405080897982E-02  0.225370334554E-03  0.225155566987E-03 -0.506351122478E-03
    216  0.156744E-01  0.639580239363E-03  0.117610025749E-02 -0.187365902545E-02 -0.184383258822E-02 -0.180271413078E-02  0.419279663944E-02  0.230479073527E-03  0.225339266347E-03 -0.524099579930E-03
    219  0.158921E-01  0.444461852384E-03  0.106677424975E-02 -0.115354965893E-02 -0.184713544912E-02 -0.176194928017E-02  0.425682682690E-02  0.230891931140E-03  0.220243660021E-03 -0.532103353363E-03
    222  0.161098E-01  0.240024234650E-03  0.959033476621E-03 -0.382717706099E-03 -0.180630851106E-02 -0.167710129509E-02  0.422636310094E-02  0.225788563883E-03  0.209637661886E-03 -0.528295387617E-03
    225  0.163275E-01  0.523646198631E-04  0.856270848434E-03  0.364478821055E-03 -0.171384065682E-02 -0.154811985005E-02  0.408523491494E-02  0.214230082102E-03  0.193514981256E-03 -0.510654364367E-03
    228  0.165452E-01 -0.926045230609E-04  0.763735841665E-03  0.996391514124E-03 -0.156560228467E-02 -0.137621458476E-02  0.381832033784E-02  0.195700285583E-03  0.172026823095E-03 -0.477290042230E-03
    231  0.167629E-01 -0.180543139472E-03  0.661880947995E-03  0.143940676525E-02 -0.135879385268E-02 -0.116474715135E-02  0.341468227372E-02  0.169849231585E-03  0.145593393918E-03 -0.426835284215E-03
    234  0.169806E-01 -0.165453241809E-03  0.564597077833E-03  0.157891887882E-02 -0.109172423034E-02 -0.919102002669E-03  0.287069776386E-02  0.136465528793E-03  0.114887750334E-03 -0.358837220482E-03
    237  0.171983E-01 -0.423668250206E-04  0.453166358016E-03  0.138942719902E-02 -0.767403549562E-03 -0.646090045787E-03  0.219268287380E-02  0.959254436953E-04  0.807612557233E-04 -0.274085359225E-03
    240  0.174160E-01  0.186844311119E-03  0.306330303490E-03  0.861634721967E-03 -0.394460540342E-03 -0.354290617068E-03  0.139955653939E-02  0.493075675428E-04  0.442863271336E-04 -0.174944567423E-03
    243  0.176337E-01  0.500767553403E-03  0.124698662529E-03  0.709272830922E-04  0.139422698645E-04 -0.535209669519E-04  0.523368929588E-03 -0.174278373302E-05  0.669012086900E-05 -0.654211161985E-04
    246  0.178514E-01  0.869520245719E-03 -0.672214752198E-04 -0.869183839558E-03  0.440387832610E-03  0.246188888727E-03 -0.393294973845E-03 -0.550484790763E-04 -0.307736110908E-04  0.491618717306E-04
    249  0.180691E-01  0.122962606678E-02 -0.273060365368E-03 -0.178680361356E-02  0.864511748939E-03  0.534955414819E-03 -0.130232895789E-02 -0.108063968617E-03 -0.668694268524E-04  0.162791119736E-03
    252  0.182868E-01  0.151656913884E-02 -0.492826312526E-03 -0.251544851037E-02  0.126607933133E-02  0.803552900695E-03 -0.215655465718E-02 -0.158259916416E-03 -0.100444112587E-03  0.269569332147E-03
    255  0.185045E-01  0.169949261744E-02 -0.700590696637E-03 -0.296296957708E-02  0.162737496160E-02  0.104406455533E-02 -0.291609031569E-02 -0.203421870199E-03 -0.130508069416E-03  0.364511289462E-03
    258  0.187222E-01  0.175212002085E-02 -0.893152868326E-03 -0.307876312367E-02  0.193451622186E-02  0.125018299621E-02 -0.355278102287E-02 -0.241814527732E-03 -0.156272874526E-03  0.444097627859E-03
    261  0.189399E-01  0.167885402680E-02 -0.106214049222E-02 -0.288410017666E-02  0.217891864002E-02  0.141729945423E-02 -0.405152381346E-02 -0.272364830003E-03 -0.177162431778E-03  0.506440476682E-03
    264  0.191576E-01  0.150080381216E-02 -0.121410534967E-02 -0.245021509848E-02  0.235755585276E-02  0.154246799824E-02 -0.440904461986E-02 -0.294694481595E-03 -0.192808499780E-03  0.551130577482E-03
    267  0.193753E-01  0.124006340389E-02 -0.135069329802E-02 -0.183883303417E-02  0.247143261511E-02  0.162442441281E-02 -0.463140726869E-02 -0.308929076888E-03 -0.203053051601E-03  0.578925908587E-03
    270  0.195930E-01  0.934394912039E-03 -0.147042965797E-02 -0.114555187071E-02  0.252437006205E-02  0.166348540230E-02 -0.473088250986E-02 -0.315546257757E-03 -0.207935675287E-03  0.591360313733E-03
    273  0.198107E-01  0.615251559588E-03 -0.157087077717E-02 -0.446776568713E-03  0.252232376872E-02  0.166114307771E-02 -0.472287567810E-02 -0.315290471091E-03 -0.207642884714E-03  0.590359459762E-03
    276  0.200284E-01  0.308327369608E-03 -0.165248937909E-02  0.195259272932E-03  0.247220635916E-02  0.161980709803E-02 -0.462373270067E-02 -0.309025794895E-03 -0.202475887253E-03  0.577966587584E-03
    279  0.202461E-01  0.330730300160E-04 -0.171271747389E-02  0.742897414236E-03  0.238095335991E-02  0.154264971862E-02 -0.444932039963E-02 -0.297619169989E-03 -0.192831214828E-03  0.556165049954E-03
    282  0.204638E-01 -0.201791076396E-03 -0.174961648991E-02  0.118066882351E-02  0.225527171414E-02  0.143324799659E-02 -0.421403813269E-02 -0.281908964268E-03 -0.179155999574E-03  0.526754766587E-03
    285  0.206815E-01 -0.389827700335E-03 -0.176228360402E-02  0.150343832435E-02  0.210133455952E-02  0.129533835354E-02 -0.393034870492E-02 -0.262666819940E-03 -0.161917294192E-03  0.491293588115E-03
    288  0.208992E-01 -0.532221940574E-03 -0.175347151989E-02  0.171490679731E-02  0.192447420656E-02  0.113275091232E-02 -0.360874022065E-02 -0.240559275821E-03 -0.141593864040E-03  0.451092527581E-03
    291  0.211169E-01 -0.628483584803E-03 -0.171755069760E-02  0.182281290642E-02  0.172927675800E-02  0.949270213214E-03 -0.325785728585E-02 -0.216159594750E-03 -0.118658776652E-03  0.407232160731E-03
    294  0.213346E-01 -0.685273647614E-03 -0.166322219501E-02  0.183863045730E-02  0.151972242980E-02  0.748516935045E-03 -0.288468656090E-02 -0.189965303725E-03 -0.935646168806E-04  0.360585820112E-03
    297  0.215523E-01 -0.705087100005E-03 -0.159266604385E-02  0.177321961853E-02  0.129913193549E-02  0.533935848462E-03 -0.249481171610E-02 -0.162391491937E-03 -0.667419810577E-04  0.311851464513E-03
    300  0.217700E-01 -0.699265890059E-03 -0.150313354756E-02  0.165368593660E-02  0.107022517672E-02  0.308788486084E-03 -0.209271429683E-02 -0.133778147090E-03 -0.385985607605E-04  0.261589287104E-03
